corridor,matched_interval_count,mae_mph,mape_pct,mape_interval_count,rmse_mph,mean_bias_mph,wmape_pct,r_squared,cube_vs_observed_matched_interval_count,cube_vs_observed_mae_mph,cube_vs_observed_mape_pct,cube_vs_observed_mape_interval_count,cube_vs_observed_rmse_mph,cube_vs_observed_mean_bias_mph,cube_vs_observed_wmape_pct,cube_vs_observed_r_squared,taplite_vs_cube_matched_interval_count,taplite_vs_cube_mae_mph,taplite_vs_cube_mape_pct,taplite_vs_cube_mape_interval_count,taplite_vs_cube_rmse_mph,taplite_vs_cube_mean_bias_mph,taplite_vs_cube_wmape_pct,taplite_vs_cube_r_squared,congestion_valid_interval_count,observed_congestion_duration_min,model_congestion_duration_min,congestion_duration_error_min,congestion_duration_absolute_error_min,congestion_duration_ape_pct,congestion_overlap_min,congestion_union_min,congestion_iou_pct,congestion_precision_pct,congestion_recall_pct,congestion_f1_pct,congestion_interval_accuracy_pct,observed_congestion_episode_count,model_congestion_episode_count,observed_first_congestion_start_min,model_first_congestion_start_min,congestion_onset_error_min,observed_last_congestion_end_min,model_last_congestion_end_min,congestion_clearance_error_min,cube_vs_observed_congestion_valid_interval_count,cube_vs_observed_observed_congestion_duration_min,cube_vs_observed_model_congestion_duration_min,cube_vs_observed_congestion_duration_error_min,cube_vs_observed_congestion_duration_absolute_error_min,cube_vs_observed_congestion_duration_ape_pct,cube_vs_observed_congestion_overlap_min,cube_vs_observed_congestion_union_min,cube_vs_observed_congestion_iou_pct,cube_vs_observed_congestion_precision_pct,cube_vs_observed_congestion_recall_pct,cube_vs_observed_congestion_f1_pct,cube_vs_observed_congestion_interval_accuracy_pct,cube_vs_observed_observed_congestion_episode_count,cube_vs_observed_model_congestion_episode_count,cube_vs_observed_observed_first_congestion_start_min,cube_vs_observed_model_first_congestion_start_min,cube_vs_observed_congestion_onset_error_min,cube_vs_observed_observed_last_congestion_end_min,cube_vs_observed_model_last_congestion_end_min,cube_vs_observed_congestion_clearance_error_min,mean_observed_speed_mph,mean_model_speed_mph,mean_cube_qvdf_speed_mph,mean_observed_length_coverage_pct,mean_model_length_coverage_pct,mean_cube_qvdf_length_coverage_pct,periods_with_matched_intervals,periods_with_cube_matched_intervals,expected_interval_count,matched_interval_coverage_pct,minimum_tmc_mapping_coverage_pct,minimum_tmc_comparison_coverage_pct,minimum_qa_matched_share_of_mapped_pct,minimum_gmns_link_count_used,maximum_gmns_link_count_used,minimum_cube_qvdf_link_count_available,maximum_taplite_zero_cube_positive_link_count,result_status
VA606_NB,52,0.450440,1.227935,52,0.593778,0.269310,1.212165,0.658467,52,1.771353,4.782893,52,2.581956,-0.220050,4.766829,0.030289,52,1.663837,4.913755,52,2.597482,0.489360,4.504168,0.027507,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,90,90,90,,0,90,0.000000,0.000000,,,88.461538,0,3,,435.000000,,,1035.000000,,37.159996,37.429306,36.939946,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,5.000000,5.000000,5.000000,0.000000,complete
VA606_SB,52,0.996486,2.887793,52,1.171454,-0.329623,2.845738,0.787446,52,1.531928,4.395071,52,1.964130,0.454769,4.374839,0.441942,52,1.480123,4.238418,52,1.836492,-0.784392,4.172703,0.600685,52,75,105,30,30,40.000000,75,105,71.428571,71.428571,100.000000,83.333333,96.153846,1,1,1005.000000,975.000000,-30.000000,1080.000000,1080.000000,0.000000,52,75,75,0,0,0.000000,45,105,42.857143,60.000000,60.000000,60.000000,92.307692,1,2,1005.000000,705.000000,-300.000000,1080.000000,1050.000000,-30.000000,35.016793,34.687170,35.471562,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,6.000000,6.000000,6.000000,0.000000,complete
VA606_WB,50,1.151470,3.394278,50,1.461949,-0.779334,3.379484,0.266388,50,1.641371,4.891131,50,2.269117,-1.216117,4.817307,0.410510,52,1.432379,4.735364,52,2.057437,0.558464,4.381411,0.419093,50,285,420,135,135,47.368421,255,450,56.666667,60.714286,89.473684,72.340426,74.000000,5,2,465.000000,645.000000,180.000000,1110.000000,1095.000000,-15.000000,50,285,435,150,150,52.631579,255,465,54.838710,58.620690,89.473684,70.833333,72.000000,5,3,465.000000,420.000000,-45.000000,1110.000000,1095.000000,-15.000000,34.072377,33.250659,32.692195,97.884306,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,75.000000,26.000000,26.000000,26.000000,0.000000,partial_interval_coverage
VA607_NB,52,0.731799,1.885550,52,0.861793,-0.487823,1.885911,0.592138,52,3.391035,8.735913,52,4.930776,-3.367382,8.738993,0.041530,52,2.900370,9.400469,52,4.552964,2.879559,8.184784,0.081148,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,180,180,180,,0,180,0.000000,0.000000,,,76.923077,0,3,,435.000000,,,1050.000000,,38.803499,38.315676,35.436117,98.526582,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,77.777778,20.000000,20.000000,20.000000,0.000000,complete
VA607_SB,48,0.865645,2.249374,48,1.021200,-0.645767,2.256190,0.621552,48,3.079549,8.044648,48,4.543578,-3.038986,8.026435,0.131178,52,2.594537,8.437669,52,4.181205,2.556689,7.366029,0.133520,48,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,48,0,150,150,150,,0,150,0.000000,0.000000,,,79.166667,0,3,,450.000000,,,1065.000000,,38.367578,37.779700,35.223010,97.030344,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,88.888889,19.000000,19.000000,19.000000,0.000000,partial_interval_coverage
VA608_NB,52,1.309621,3.955125,52,1.482126,-1.112680,3.946623,0.613021,52,1.563945,4.763545,52,2.144712,-1.114253,4.713045,0.415497,52,1.366453,4.371476,52,1.836626,0.001573,4.260969,0.408076,52,135,405,270,270,200.000000,105,435,24.137931,25.925926,77.777778,38.888889,57.692308,2,2,510.000000,690.000000,180.000000,1080.000000,1110.000000,30.000000,52,135,300,165,165,122.222222,105,330,31.818182,35.000000,77.777778,48.275862,71.153846,2,4,510.000000,435.000000,-75.000000,1080.000000,1095.000000,15.000000,33.183321,32.070641,32.069068,97.728428,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,90.909091,26.000000,26.000000,26.000000,0.000000,complete
VA608_SB,52,4.196618,12.948798,52,4.231236,-4.196618,12.930438,0.910238,52,2.034915,6.280966,52,2.486719,-1.903513,6.269892,0.558362,52,2.315949,7.357798,52,2.786510,-2.293105,7.580395,0.568610,52,210,735,525,525,250.000000,210,735,28.571429,28.571429,100.000000,44.444444,32.692308,1,1,900.000000,405.000000,-495.000000,1110.000000,1140.000000,30.000000,52,210,510,300,300,142.857143,210,510,41.176471,41.176471,100.000000,58.333333,61.538462,1,4,900.000000,435.000000,-465.000000,1110.000000,1140.000000,30.000000,32.455344,28.258726,30.551831,98.803563,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,84.615385,26.000000,26.000000,26.000000,0.000000,complete
VA610_NB,50,0.949328,2.613104,50,1.215922,-0.580747,2.599793,0.313752,50,1.423082,3.902863,50,1.668675,1.013095,3.897198,0.269370,52,1.634245,4.290131,52,2.075464,-1.536786,4.371578,0.349614,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,36.515527,35.846635,37.383421,97.678049,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,5.000000,5.000000,5.000000,0.000000,partial_interval_coverage
VA610_SB,50,0.572246,1.597937,50,0.710585,-0.274423,1.606781,0.221602,50,1.687591,4.756471,50,2.130713,1.545941,4.738502,0.058944,52,1.888977,4.948983,52,2.357966,-1.865290,5.080721,0.052259,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,35.614444,35.314026,37.179316,98.475797,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,5.000000,5.000000,5.000000,0.000000,partial_interval_coverage
VA611_NB,52,0.948105,2.773855,52,1.101018,-0.578660,2.784215,0.641649,52,1.813491,5.293905,52,2.431124,1.595812,5.325516,0.490543,52,2.367809,6.367161,52,3.166708,-2.174472,6.642068,0.193209,52,30,105,75,75,250.000000,30,105,28.571429,28.571429,100.000000,44.444444,90.384615,1,1,1020.000000,960.000000,-60.000000,1050.000000,1065.000000,15.000000,52,30,15,-15,15,50.000000,15,30,50.000000,100.000000,50.000000,66.666667,98.076923,1,1,1020.000000,1020.000000,0.000000,1050.000000,1035.000000,-15.000000,34.052862,33.474202,35.648674,98.753832,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,81.250000,42.000000,42.000000,42.000000,0.000000,complete
VA611_SB,52,0.906596,2.674319,52,1.069249,-0.440522,2.646474,0.695941,52,1.688199,4.891357,52,2.275774,1.379956,4.928076,0.596189,52,1.974571,5.327950,52,2.627746,-1.820477,5.540832,0.401804,52,0,105,105,105,,0,105,0.000000,0.000000,,,86.538462,0,1,,975.000000,,,1080.000000,,52,0,45,45,45,,0,45,0.000000,0.000000,,,94.230769,0,1,,1005.000000,,,1050.000000,,34.256762,33.816240,35.636718,98.042857,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,76.470588,42.000000,42.000000,42.000000,0.000000,complete
VA612_EB,48,2.085243,6.650152,48,2.488182,0.260948,6.357399,0.336613,48,2.147864,6.966783,48,2.590439,1.790020,6.548315,0.636612,52,1.802712,5.074162,52,2.319551,-1.675091,5.207449,0.295016,48,270,45,-225,225,83.333333,45,270,16.666667,100.000000,16.666667,28.571429,68.750000,4,2,405.000000,420.000000,15.000000,1125.000000,495.000000,-630.000000,48,270,0,-270,270,100.000000,0,270,0.000000,,0.000000,,62.500000,4,0,405.000000,,,1125.000000,,,32.800250,32.942861,34.617951,96.153846,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,33.333333,7.000000,7.000000,7.000000,0.000000,partial_interval_coverage
VA612_WB,48,1.330904,4.158878,48,1.628479,-0.349936,4.143440,0.660683,48,1.804146,5.661242,48,2.261993,1.655703,5.616760,0.740113,52,2.015672,5.798087,52,2.701889,-1.885569,5.982582,0.631931,48,195,180,-15,15,7.692308,180,195,92.307692,100.000000,92.307692,96.000000,97.916667,3,2,465.000000,930.000000,465.000000,1140.000000,1140.000000,0.000000,48,195,180,-15,15,7.692308,180,195,92.307692,100.000000,92.307692,96.000000,97.916667,3,2,465.000000,930.000000,465.000000,1140.000000,1140.000000,0.000000,32.120753,31.806771,33.692340,96.153846,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,50.000000,6.000000,6.000000,6.000000,0.000000,partial_interval_coverage
VA613_NB,50,0.562441,2.030481,50,0.828365,-0.076000,1.998516,0.759831,50,1.901197,6.806797,50,2.525177,1.792556,6.755505,0.349682,52,1.850126,6.002281,52,2.454563,-1.848918,6.221164,0.537736,50,705,690,-15,15,2.127660,690,705,97.872340,100.000000,97.872340,98.924731,98.000000,2,2,405.000000,420.000000,15.000000,1140.000000,1140.000000,0.000000,50,705,525,-180,180,25.531915,525,705,74.468085,100.000000,74.468085,85.365854,76.000000,2,4,405.000000,435.000000,30.000000,1140.000000,1140.000000,0.000000,28.142924,27.890300,29.739218,98.433943,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,66.666667,16.000000,16.000000,16.000000,0.000000,partial_interval_coverage
VA613_SB,52,1.152126,4.187940,52,1.457427,-1.126720,4.088595,0.839758,52,1.332139,4.738911,52,1.696258,0.689131,4.727413,0.725785,52,1.815851,6.088414,52,2.256435,-1.815851,6.290153,0.733545,52,765,780,15,15,1.960784,765,780,98.076923,98.076923,100.000000,99.029126,98.076923,2,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,765,645,-120,120,15.686275,645,765,84.313725,100.000000,84.313725,91.489362,84.615385,2,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,28.179022,27.052302,28.868153,99.397645,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,60.000000,16.000000,16.000000,16.000000,0.000000,complete
VA617_NB,52,1.325501,5.111337,52,1.571080,-0.260195,5.083817,0.223518,52,2.732640,10.647200,52,3.247825,2.691491,10.480749,0.277107,52,2.951686,9.901882,52,3.625837,-2.951686,10.261581,0.074967,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,690,-90,90,11.538462,690,780,88.461538,100.000000,88.461538,93.877551,88.461538,1,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,26.072946,25.812751,28.764437,99.779851,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,71.428571,24.000000,24.000000,24.000000,0.000000,complete
VA617_SB,50,1.228782,4.432451,50,1.406262,-1.172501,4.360415,0.895022,50,1.516590,5.280658,50,2.063810,1.207771,5.381722,0.762770,52,2.291137,7.475465,52,2.912465,-2.291137,7.822860,0.664257,50,735,750,15,15,2.040816,735,750,98.000000,98.000000,100.000000,98.989899,98.000000,2,1,360.000000,360.000000,0.000000,1110.000000,1110.000000,0.000000,50,735,510,-225,225,30.612245,510,735,69.387755,100.000000,69.387755,81.927711,70.000000,2,5,360.000000,360.000000,0.000000,1110.000000,1110.000000,0.000000,28.180395,26.996575,29.287712,98.749248,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,71.428571,24.000000,24.000000,24.000000,0.000000,partial_interval_coverage
VA619_EB,50,1.515273,3.985461,50,1.646866,-1.515273,3.999797,0.352378,50,2.545128,6.730343,50,3.018130,1.049741,6.718261,0.084591,52,3.182406,7.888088,52,3.947665,-2.593697,8.169763,0.005619,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,50,0,15,15,15,,0,15,0.000000,0.000000,,,98.000000,0,1,,1020.000000,,,1035.000000,,37.883734,36.359774,38.953471,98.332800,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,75.000000,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA619_NB,52,6.670866,17.175297,52,6.766583,-6.670866,17.207646,0.012336,52,3.521975,9.061728,52,4.243459,-3.521975,9.085011,0.018481,52,3.229989,8.846989,52,3.827669,-3.148892,9.164415,0.129037,52,0,135,135,135,,0,135,0.000000,0.000000,,,82.692308,0,1,,1005.000000,,,1140.000000,,52,0,75,75,75,,0,75,0.000000,0.000000,,,90.384615,0,3,,450.000000,,,1140.000000,,38.766873,32.096007,35.244899,98.495272,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,80.000000,34.000000,34.000000,34.000000,0.000000,complete
VA619_SB,50,6.576976,16.933426,50,6.869846,-6.576976,16.934839,0.191881,50,3.906689,10.046852,50,4.505360,-3.906689,10.059207,0.133294,52,2.950445,8.203565,52,3.764840,-2.440891,8.454918,0.072361,50,0,615,615,615,,0,615,0.000000,0.000000,,,18.000000,0,1,,525.000000,,,1140.000000,,50,0,105,105,105,,0,105,0.000000,0.000000,,,86.000000,0,4,,525.000000,,,1140.000000,,38.836952,32.455314,34.896206,98.501024,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,60.000000,32.000000,32.000000,32.000000,0.000000,partial_interval_coverage
VA619_WB,52,2.408026,6.568226,52,2.768236,-2.388617,6.660360,0.055717,52,3.829768,10.535543,52,4.988738,1.865960,10.592756,0.289511,52,4.975732,12.011582,52,6.669161,-4.254577,13.086953,0.020699,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,60,60,60,,0,60,0.000000,0.000000,,,92.307692,0,1,,990.000000,,,1050.000000,,36.154596,33.765979,38.020556,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,66.666667,3.000000,3.000000,3.000000,0.000000,complete
VA620_EB,51,1.364308,4.118178,51,1.643909,-0.566970,4.156008,0.494078,51,1.196621,3.688434,51,1.548160,0.396667,3.645196,0.556501,52,1.473353,4.368764,52,1.926274,-0.954752,4.435389,0.386795,51,270,225,-45,45,16.666667,165,330,50.000000,73.333333,61.111111,66.666667,78.431373,3,1,450.000000,855.000000,405.000000,1125.000000,1080.000000,-45.000000,51,270,210,-60,60,22.222222,150,330,45.454545,71.428571,55.555556,62.500000,76.470588,3,4,450.000000,435.000000,-15.000000,1125.000000,1050.000000,-75.000000,32.827358,32.263383,33.218135,97.752896,100.000000,100.000000,3,3,52,98.076923,100.000000,100.000000,86.363636,74.000000,74.000000,74.000000,0.000000,partial_interval_coverage
VA620_WB,51,1.098761,3.263269,51,1.408708,-0.685469,3.331938,0.664525,51,1.255728,3.777339,51,1.631074,0.517063,3.807932,0.644548,52,1.542958,4.469384,52,1.990347,-1.188179,4.615693,0.626944,51,180,195,15,15,8.333333,180,195,92.307692,92.307692,100.000000,96.000000,98.039216,2,2,915.000000,900.000000,-15.000000,1110.000000,1110.000000,0.000000,51,180,195,15,15,8.333333,150,225,66.666667,76.923077,83.333333,80.000000,90.196078,2,4,915.000000,450.000000,-465.000000,1110.000000,1080.000000,-30.000000,32.976637,32.240340,33.428519,97.297176,100.000000,100.000000,3,3,52,98.076923,100.000000,100.000000,86.363636,74.000000,74.000000,74.000000,0.000000,partial_interval_coverage
VA623_NB,50,3.674838,13.405706,50,4.579832,-1.138806,13.321636,0.045111,50,3.988372,14.808804,50,4.940205,3.310427,14.458226,0.133878,52,4.279749,13.376350,52,5.914754,-4.279739,13.993543,0.282072,50,720,600,-120,120,16.666667,600,720,83.333333,100.000000,83.333333,90.909091,84.000000,2,2,390.000000,510.000000,120.000000,1140.000000,1140.000000,0.000000,50,720,360,-360,360,50.000000,360,720,50.000000,100.000000,50.000000,66.666667,52.000000,2,6,390.000000,510.000000,120.000000,1140.000000,1140.000000,0.000000,27.585486,26.304002,30.583741,96.153846,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,2.000000,2.000000,2.000000,0.000000,partial_interval_coverage
VA623_SB,48,2.255232,8.058354,48,2.645276,-1.118057,8.030709,0.082630,48,3.027565,10.887821,48,4.100312,2.609274,10.780929,0.169969,52,3.880812,11.761922,52,5.366933,-3.450952,12.782434,0.001239,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,450,-270,270,37.500000,450,720,62.500000,100.000000,62.500000,76.923077,62.500000,3,6,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,28.082599,26.909557,30.360509,92.307692,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,2.000000,2.000000,2.000000,0.000000,partial_interval_coverage
VA625_EB,50,1.574716,5.197404,50,1.965759,-0.854161,5.249992,0.287493,50,1.037669,3.471484,50,1.378669,-0.462679,3.459516,0.548189,52,1.369609,4.671239,52,1.737126,-0.415258,4.635595,0.366520,50,690,660,-30,30,4.347826,660,690,95.652174,100.000000,95.652174,97.777778,96.000000,2,2,420.000000,450.000000,30.000000,1140.000000,1140.000000,0.000000,50,690,630,-60,60,8.695652,630,690,91.304348,100.000000,91.304348,95.454545,92.000000,2,3,420.000000,420.000000,0.000000,1140.000000,1140.000000,0.000000,29.994629,29.130222,29.545480,98.345430,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,87.500000,15.000000,15.000000,15.000000,0.000000,partial_interval_coverage
VA625_WB,48,1.802822,5.767518,48,2.026856,-1.802822,5.789849,0.401602,48,1.898734,6.095324,48,2.599608,-1.781645,6.097877,0.143773,52,1.103111,3.866575,52,1.427681,-0.045096,3.758301,0.485817,48,405,720,315,315,77.777778,405,720,56.250000,56.250000,100.000000,72.000000,56.250000,4,3,405.000000,360.000000,-45.000000,1125.000000,1140.000000,15.000000,48,405,690,285,285,70.370370,390,705,55.319149,56.521739,96.296296,71.232877,56.250000,4,4,405.000000,360.000000,-45.000000,1125.000000,1140.000000,15.000000,31.137624,29.306229,29.351324,97.306513,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,88.888889,15.000000,15.000000,15.000000,0.000000,partial_interval_coverage
VA626_EB,52,0.962790,3.803152,52,1.399038,0.407846,3.836131,0.645822,52,3.732137,14.890190,52,4.585850,3.726529,14.870290,0.251843,52,3.318684,10.866286,52,4.388664,-3.318684,11.513423,0.204920,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,570,-210,210,26.923077,570,780,73.076923,100.000000,73.076923,84.444444,73.076923,1,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.097943,25.505789,28.824472,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,4.000000,4.000000,4.000000,0.000000,complete
VA626_WB,50,1.499346,6.508954,50,1.925813,0.289390,6.017474,0.529227,50,3.628469,14.730268,50,4.396532,3.389486,14.562491,0.482828,52,3.183781,10.155625,52,4.483466,-3.183781,11.187623,0.345120,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,555,-195,195,26.000000,555,750,74.000000,100.000000,74.000000,85.057471,74.000000,2,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.916537,25.274280,28.458060,96.153846,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA628_EB,50,0.876462,3.452700,50,1.197534,0.191757,3.394862,0.099189,50,4.082534,15.817632,50,5.106512,4.055565,15.813172,0.057771,52,3.799820,11.733092,52,5.103202,-3.726269,12.794617,0.039644,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,480,-270,270,36.000000,480,750,64.000000,100.000000,64.000000,78.048780,64.000000,2,6,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.817298,25.972318,29.698587,97.088097,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,6.000000,6.000000,6.000000,0.000000,partial_interval_coverage
VA628_WB,50,4.332810,16.904089,50,4.419655,-4.332810,16.896483,0.365826,50,3.424706,13.437614,50,4.416581,1.184292,13.355187,0.013835,52,5.489613,18.801736,52,6.735998,-5.486177,20.479939,0.163824,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,585,-165,165,22.000000,585,750,78.000000,100.000000,78.000000,87.640449,78.000000,2,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.643265,21.318657,26.804834,97.133633,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,66.666667,5.000000,5.000000,5.000000,0.000000,partial_interval_coverage
VA629_NB,49,1.172295,4.259006,49,1.497022,0.094565,4.235892,0.338918,49,3.752778,13.590859,49,4.650326,3.743185,13.560036,0.238767,52,3.671387,10.960471,52,4.924837,-3.671387,11.700453,0.021277,49,705,675,-30,30,4.255319,675,705,95.744681,100.000000,95.744681,97.826087,95.918367,2,2,390.000000,420.000000,30.000000,1140.000000,1140.000000,0.000000,49,705,390,-315,315,44.680851,390,705,55.319149,100.000000,55.319149,71.232877,57.142857,2,5,390.000000,435.000000,45.000000,1140.000000,1140.000000,0.000000,27.675280,27.706772,31.378159,96.153846,100.000000,100.000000,3,3,52,94.230769,100.000000,100.000000,100.000000,13.000000,13.000000,13.000000,0.000000,partial_interval_coverage
VA629_SB,52,0.919491,3.212364,52,1.096381,-0.045040,3.214382,0.495420,52,3.480193,12.051633,52,4.559135,3.468060,12.166152,0.362996,52,3.513100,10.084081,52,4.792835,-3.513100,10.953246,0.162199,52,735,705,-30,30,4.081633,705,735,95.918367,100.000000,95.918367,97.916667,96.153846,1,1,405.000000,435.000000,30.000000,1140.000000,1140.000000,0.000000,52,735,390,-345,345,46.938776,390,735,53.061224,100.000000,53.061224,69.333333,55.769231,1,2,405.000000,510.000000,105.000000,1140.000000,1140.000000,0.000000,28.605537,28.560497,32.073597,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,13.000000,13.000000,13.000000,0.000000,complete
VA633_EB,52,1.253165,4.806714,52,1.396907,-0.363477,4.769639,0.803047,52,3.175391,12.260040,52,3.628578,3.171707,12.085771,0.691973,52,3.535184,11.819962,52,4.209090,-3.535184,12.005851,0.533536,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,510,-270,270,34.615385,510,780,65.384615,100.000000,65.384615,79.069767,65.384615,1,4,360.000000,435.000000,75.000000,1140.000000,1140.000000,0.000000,26.273800,25.910323,29.445507,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,7.000000,7.000000,7.000000,0.000000,complete
VA633_WB,52,0.871897,3.313516,52,1.123296,-0.352507,3.231785,0.788510,52,2.893153,10.477716,52,3.755501,2.872808,10.723804,0.685452,52,3.225315,10.270839,52,3.931865,-3.225315,10.804496,0.582674,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,480,-300,300,38.461538,480,780,61.538462,100.000000,61.538462,76.190476,61.538462,1,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,26.978794,26.626286,29.851601,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,7.000000,7.000000,7.000000,0.000000,complete
VA635_EB,48,7.022066,23.058643,48,7.253805,-7.022066,23.057881,0.319011,48,7.638112,25.100076,48,7.780811,-7.638112,25.080751,0.440355,52,0.716831,3.236122,52,1.311255,0.550810,3.148009,0.689627,48,510,720,210,210,41.176471,510,720,70.833333,70.833333,100.000000,82.926829,70.833333,4,3,405.000000,360.000000,-45.000000,1140.000000,1140.000000,0.000000,48,510,720,210,210,41.176471,510,720,70.833333,70.833333,100.000000,82.926829,70.833333,4,3,405.000000,360.000000,-45.000000,1140.000000,1140.000000,0.000000,30.454082,23.321735,22.770925,92.399469,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,50.000000,3.000000,3.000000,3.000000,0.000000,partial_interval_coverage
VA635_WB,48,1.054536,3.670182,48,1.306717,-0.524687,3.625662,0.507371,48,1.517859,5.250319,48,2.041079,-0.369448,5.218637,0.321597,52,1.141723,4.025200,52,1.681424,-0.197790,3.966582,0.497095,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,645,-75,75,10.416667,645,720,89.583333,100.000000,89.583333,94.505495,89.583333,3,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,29.085348,28.585770,28.783560,92.307692,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,2.000000,2.000000,2.000000,0.000000,partial_interval_coverage
