corridor,tmc_code,selection_position,period,road_order,gmns_link_count,gmns_link_ids,taplite_period_volume,taplite_period_doc,taplite_period_p_hours,cube_period_volume,cube_period_doc,cube_period_p_hours,model_speed_min_mph,model_speed_max_mph,model_speed_unique_value_count,cube_speed_min_mph,cube_speed_max_mph,cube_speed_unique_value_count
VA234BR_NB,110P10071,behavior_diverse_2_of_5,MD,4.500000,1.000000,38416,4958.237000,0.590300,0.000000,1878.355830,0.223614,1.315130,15.713333,15.964333,24,15.832139,39.757128,24
VA234BR_NB,110P10071,behavior_diverse_2_of_5,PM,4.500000,1.000000,38416,2856.240000,0.510000,0.000000,1492.177860,0.266460,1.049575,15.716333,17.186667,16,15.962046,37.928470,16
VA234BR_NB,110+10072,behavior_diverse_3_of_5,AM,5.000000,3.000000,40765;40382;38365,1612.977639,0.384039,0.000000,595.580868,0.141805,0.417126,23.143667,23.895000,12,23.468983,41.454943,12
VA234BR_NB,110+10072,behavior_diverse_3_of_5,MD,5.000000,3.000000,40765;40382;38365,4709.643703,0.560646,0.000000,1503.576891,0.178997,1.046624,22.994000,23.897000,24,23.083740,41.593696,24
VA234BR_NB,110+10072,behavior_diverse_3_of_5,PM,5.000000,3.000000,40765;40382;38365,2671.043512,0.476980,0.000000,1078.593167,0.192606,0.753381,22.994333,23.527667,16,23.182518,40.934302,16
VA234BR_NB,110+10074,behavior_diverse_4_of_5,AM,9.000000,6.000000,38469;39592;39588;38344;39583;39612,3835.277709,0.647429,0.000000,3254.144884,0.549452,1.659655,31.159333,33.063333,12,30.137245,34.921365,12
VA234BR_NB,110+10074,behavior_diverse_4_of_5,MD,9.000000,6.000000,38469;39592;39588;38344;39583;39612,8869.523551,0.749259,0.000000,6593.123504,0.556893,3.360451,24.310667,31.145000,24,24.378327,34.021696,24
VA234BR_NB,110+10074,behavior_diverse_4_of_5,PM,9.000000,6.000000,38469;39592;39588;38344;39583;39612,6034.612516,3.074121,12.882606,4813.861370,2.442254,10.162273,22.312009,25.597044,16,23.740736,25.601925,16
VA234BR_NB,110+10075,corridor_end,AM,10.000000,5.000000,38485;38463;40368;40227;38495,5613.143743,3.323560,10.484131,4738.601147,2.779485,8.730827,22.219935,27.105889,12,23.018402,27.107405,12
VA234BR_NB,110+10075,corridor_end,MD,10.000000,5.000000,38485;38463;40368;40227;38495,11338.133833,1.109604,0.000000,9262.878560,0.905758,5.550008,23.460667,23.660667,24,23.507405,26.445238,24
VA234BR_NB,110+10075,corridor_end,PM,10.000000,5.000000,38485;38463;40368;40227;38495,9451.691481,1.389512,0.000000,6685.415504,0.981036,3.977368,23.465667,25.757000,16,23.546992,27.263492,16
VA234BR_SB,110N13258,corridor_start,AM,1.000000,1.000000,38378,153.882300,0.064100,0.000000,142.564470,0.059402,0.177704,37.962667,38.635667,12,35.881088,39.337228,12
VA234BR_SB,110N13258,corridor_start,MD,1.000000,1.000000,38378,510.479800,0.106300,0.000000,532.426880,0.110922,0.661927,38.638667,39.102667,24,30.593113,39.240800,24
VA234BR_SB,110N13258,corridor_start,PM,1.000000,1.000000,38378,624.904300,0.195300,0.000000,500.897640,0.156531,0.582146,38.735667,39.102333,16,31.506632,39.197228,16
VA234BR_SB,110-10074,behavior_diverse_2_of_5,AM,6.000000,5.000000,38166;38497;40229;40367;38461,4988.469877,0.980084,0.000000,3790.668298,0.744762,2.265047,28.248333,30.366667,12,27.778159,31.244548,12
VA234BR_SB,110-10074,behavior_diverse_2_of_5,MD,6.000000,5.000000,38166;38497;40229;40367;38461,10643.078910,1.043941,0.000000,8558.426450,0.838359,5.125191,23.209000,28.235000,24,23.258940,29.290569,24
VA234BR_SB,110-10074,behavior_diverse_2_of_5,PM,6.000000,5.000000,38166;38497;40229;40367;38461,7911.487786,4.672131,19.849519,6697.260216,3.925518,16.595228,18.423129,23.198354,16,19.508505,23.200514,16
VA234BR_SB,110N10071,behavior_diverse_3_of_5,AM,11.500000,1.000000,40764,1953.231500,0.465100,0.000000,1183.939210,0.281890,0.840350,16.830000,17.329000,12,17.245890,37.295089,12
VA234BR_SB,110N10071,behavior_diverse_3_of_5,MD,11.500000,1.000000,40764,7404.723300,0.881500,0.000000,3077.722900,0.366396,2.183625,15.118000,17.328667,24,15.236694,35.396471,24
VA234BR_SB,110N10071,behavior_diverse_3_of_5,PM,11.500000,1.000000,40764,3538.957300,2.527800,10.485688,2465.848880,1.761321,7.245693,14.736667,24.934000,16,14.759185,26.832244,16
VA234BR_SB,110-10070,behavior_diverse_4_of_5,AM,12.000000,1.000000,38414,1697.589200,0.336800,0.000000,1319.895020,0.261884,0.788252,19.068333,19.197000,12,19.453268,38.076299,12
VA234BR_SB,110-10070,behavior_diverse_4_of_5,MD,12.000000,1.000000,38414,7073.602500,0.701700,0.000000,3489.830810,0.346213,2.079303,17.981333,19.196667,24,18.090255,36.298008,24
VA234BR_SB,110-10070,behavior_diverse_4_of_5,PM,12.000000,1.000000,38414,4098.062000,0.609800,0.000000,2903.804690,0.432114,1.715662,17.620667,17.979667,16,17.869376,33.602649,16
VA234BR_SB,110-10069,corridor_end,AM,14.000000,6.000000,38422;38437;38690;40809;40166;38379,1232.436567,1.267304,3.905771,1326.204980,1.370420,4.228764,28.147221,30.932560,12,27.912174,30.930671,12
VA234BR_SB,110-10069,corridor_end,MD,14.000000,6.000000,38422;38437;38690;40809;40166;38379,5041.501856,0.858162,0.000000,3133.696071,0.534511,3.242151,30.943000,30.983000,24,30.997969,35.083761,24
VA234BR_SB,110-10069,corridor_end,PM,14.000000,6.000000,38422;38437;38690;40809;40166;38379,2384.936163,2.400784,9.954828,2444.522159,2.481269,10.298332,25.541282,31.579792,16,25.360897,31.580798,16
VA234_NB,110+10058,corridor_start,AM,2.000000,1.000000,38536,4692.406500,0.543100,0.000000,4038.267580,0.467392,1.457771,26.662667,27.731667,12,27.044384,37.763487,12
VA234_NB,110+10058,corridor_start,MD,2.000000,1.000000,38536,9304.537200,0.538500,0.000000,9505.332030,0.550077,3.351760,26.660667,28.824000,24,26.752000,36.873765,24
VA234_NB,110+10058,corridor_start,PM,2.000000,1.000000,38536,5112.187300,0.443800,0.000000,5336.209960,0.463213,1.937993,27.763000,28.824000,16,27.970688,38.168579,16
VA234_NB,110+10061,behavior_diverse_2_of_5,AM,6.000000,3.000000,38177;40828;40732,5511.219568,0.835053,0.000000,4966.368747,0.752480,2.339111,41.244333,44.591667,12,33.983218,44.942921,12
VA234_NB,110+10061,behavior_diverse_2_of_5,MD,6.000000,3.000000,38177;40828;40732,10272.479708,0.875558,5.386817,8946.308138,0.762547,4.686212,34.193489,40.022838,24,34.918749,40.315523,24
VA234_NB,110+10061,behavior_diverse_2_of_5,PM,6.000000,3.000000,38177;40828;40732,8045.755721,1.150944,4.845438,6526.120261,0.933533,3.924641,28.250387,48.520919,16,29.805766,48.532901,16
VA234_NB,110+10066,behavior_diverse_3_of_5,AM,15.000000,1.000000,38376,3081.003500,0.534900,0.000000,3225.074950,0.559909,1.726764,55.004333,58.341667,12,32.701631,58.248329,12
VA234_NB,110+10066,behavior_diverse_3_of_5,MD,15.000000,1.000000,38376,6265.231600,0.543900,0.000000,5503.126460,0.477702,2.929060,54.991000,55.037000,23,33.353674,55.023756,24
VA234_NB,110+10066,behavior_diverse_3_of_5,PM,15.000000,1.000000,38376,4988.643500,0.649600,0.000000,3864.997800,0.503255,2.120974,55.041000,56.745333,16,27.849949,56.697226,16
VA234_NB,110+17245,behavior_diverse_4_of_5,AM,18.001000,3.000000,39272;39228;40727,3541.251411,0.614807,0.000000,3759.215425,0.652642,2.035554,32.356000,38.813333,12,32.578145,40.121248,12
VA234_NB,110+17245,behavior_diverse_4_of_5,MD,18.001000,3.000000,39272;39228;40727,7860.727840,0.682368,0.000000,7488.081810,0.650007,3.976063,23.871333,32.322000,24,23.969052,36.786048,24
VA234_NB,110+17245,behavior_diverse_4_of_5,PM,18.001000,3.000000,39272;39228;40727,5959.504390,2.884421,12.125244,5547.353995,2.684949,11.284715,23.878101,43.827399,16,23.881999,43.843524,16
VA234_NB,110+13275,corridor_end,AM,22.000000,14.000000,38643;39925;38800;39927;38645;39251;38783;39940;39943;39945;38937;39915;40781;40045,481.819234,0.178458,0.000000,401.456298,0.148688,0.442348,43.439000,45.482667,12,41.649808,49.224863,12
VA234_NB,110+13275,corridor_end,MD,22.000000,14.000000,38643;39925;38800;39927;38645;39251;38783;39940;39943;39945;38937;39915;40781;40045,1365.193040,0.252800,0.000000,1099.224042,0.203560,1.217426,43.431667,44.132000,24,37.612904,48.389281,24
VA234_NB,110+13275,corridor_end,PM,22.000000,14.000000,38643;39925;38800;39927;38645;39251;38783;39940;39943;39945;38937;39915;40781;40045,1796.139888,0.498924,0.000000,1351.016320,0.375282,1.523559,44.133333,44.271667,16,35.885191,45.921707,16
VA234_SB,110-13274,corridor_start,AM,1.000000,14.000000,38669;40047;40780;39914;38938;39946;39942;39939;38781;39250;38646;39928;38799;39924,1503.588761,0.556875,0.000000,1149.065563,0.425580,1.299526,44.311333,48.427667,12,35.576522,48.596683,12
VA234_SB,110-13274,corridor_start,MD,1.000000,14.000000,38669;40047;40780;39914;38938;39946;39942;39939;38781;39250;38646;39928;38799;39924,1842.532786,0.341200,0.000000,1274.935655,0.236099,1.415673,44.296000,45.210000,24,37.260690,48.143505,24
VA234_SB,110-13274,corridor_start,PM,1.000000,14.000000,38669;40047;40780;39914;38938;39946;39942;39939;38781;39250;38646;39928;38799;39924,1187.337534,0.329792,0.000000,827.453195,0.229848,0.926401,45.211333,45.491000,16,37.792989,47.980090,16
VA234_SB,110N17246,behavior_diverse_2_of_5,AM,5.001000,1.000000,39207,4411.397100,0.668400,0.000000,5036.801270,0.763152,2.372405,60.209000,60.750333,12,34.206719,60.638091,12
VA234_SB,110N17246,behavior_diverse_2_of_5,MD,5.001000,1.000000,39207,7064.283200,0.535200,0.000000,9862.581050,0.747165,4.590937,60.207000,60.251000,23,34.923063,60.230741,24
VA234_SB,110N17246,behavior_diverse_2_of_5,PM,5.001000,1.000000,39207,5087.678600,0.578100,0.000000,6834.797850,0.776682,3.261122,60.253333,61.534000,16,31.223668,61.435958,16
VA234_SB,110-10066,behavior_diverse_3_of_5,AM,6.000000,1.000000,39278,2940.700100,0.445600,0.000000,2480.671390,0.375859,1.165404,55.659000,57.059000,12,38.016796,57.072452,12
VA234_SB,110-10066,behavior_diverse_3_of_5,MD,6.000000,1.000000,39278,6426.362900,0.486800,0.000000,4939.112300,0.374175,2.286462,52.667000,55.650333,24,37.873386,55.754500,24
VA234_SB,110-10066,behavior_diverse_3_of_5,PM,6.000000,1.000000,39278,5398.982200,0.613500,0.000000,4488.894530,0.510102,2.135664,52.666667,53.808333,16,33.882067,53.874724,16
VA234_SB,110-17245,behavior_diverse_4_of_5,AM,7.001000,1.000000,40921,3959.890500,0.687500,0.000000,4066.875490,0.706055,2.202147,49.373000,52.177000,12,32.675211,52.142759,12
VA234_SB,110-17245,behavior_diverse_4_of_5,MD,7.001000,1.000000,40921,7263.248000,0.630500,0.000000,7894.818360,0.685314,4.197049,33.686333,49.346333,24,33.246393,49.369036,24
VA234_SB,110-17245,behavior_diverse_4_of_5,PM,7.001000,1.000000,40921,4912.898400,2.389000,10.037566,6275.054200,3.051344,12.828721,26.343000,51.321667,16,25.177390,51.321498,16
VA234_SB,110-10057,corridor_end,AM,21.000000,1.000000,38979,4708.425100,0.545000,0.000000,2933.605470,0.339538,1.059000,26.723333,30.252667,12,27.105584,41.745497,12
VA234_SB,110-10057,corridor_end,MD,21.000000,1.000000,38979,10271.428200,0.594400,0.000000,9666.600590,0.559410,3.409951,22.772667,26.705333,24,22.881644,36.236027,24
VA234_SB,110-10057,corridor_end,PM,21.000000,1.000000,38979,10267.099000,3.565000,14.994170,6456.164550,2.241724,9.417324,22.778667,24.234000,16,22.793265,26.445821,16
VA235_EB,110+10822,all_1_of_4,AM,1.000000,4.000000,29123;34876;35009;34865,1302.053528,0.509349,0.000000,1345.709481,0.526092,1.598683,34.781333,37.649667,12,30.901450,38.564747,12
VA235_EB,110+10822,all_1_of_4,MD,1.000000,4.000000,29123;34876;35009;34865,2828.279055,0.553544,0.000000,2447.269104,0.479332,2.903316,34.770333,35.111667,24,31.346545,37.487711,24
VA235_EB,110+10822,all_1_of_4,PM,1.000000,4.000000,29123;34876;35009;34865,2920.096785,0.853479,0.000000,2515.124713,0.735852,2.970126,35.113000,35.398667,16,30.366774,35.774287,16
VA235_EB,110P10821,all_2_of_4,AM,1.500000,1.000000,34883,1060.241300,0.662700,1.989794,1041.326660,0.650829,1.953567,24.030000,27.446333,12,24.030582,27.481130,12
VA235_EB,110P10823,all_3_of_4,AM,1.500000,1.000000,29068,1354.294200,0.537400,0.000000,1635.100830,0.648850,1.979087,16.200000,24.355333,12,16.595090,30.770085,12
VA235_EB,110P10821,all_2_of_4,MD,1.500000,1.000000,34883,2879.759700,0.300000,0.000000,2588.656010,0.269652,1.605739,24.066000,24.094000,22,24.128338,34.616339,24
VA235_EB,110P10823,all_3_of_4,MD,1.500000,1.000000,29068,2073.457300,0.411400,0.000000,1839.737920,0.365027,2.194710,14.669333,16.166333,24,14.790631,35.090130,24
VA235_EB,110P10821,all_2_of_4,PM,1.500000,1.000000,34883,2226.935600,0.348000,0.000000,1954.214480,0.305346,1.211430,23.956333,24.065667,16,24.097751,33.713144,16
VA235_EB,110P10823,all_3_of_4,PM,1.500000,1.000000,29068,2738.624700,3.260300,13.609084,2586.605470,3.079292,12.835480,15.148333,23.639667,16,15.167279,23.991961,16
VA235_EB,110+10823,all_4_of_4,AM,2.000000,3.000000,34852;34849;29071,992.487782,0.376895,0.000000,1095.115248,0.415987,1.258647,30.473333,35.859667,12,30.680512,38.514666,12
VA235_EB,110+10823,all_4_of_4,MD,2.000000,3.000000,34852;34849;29071,1740.936065,0.330582,0.000000,1356.656933,0.258245,1.551564,30.070667,30.451667,24,30.132758,39.691444,24
VA235_EB,110+10823,all_4_of_4,PM,2.000000,3.000000,34852;34849;29071,2634.188760,2.800863,11.623675,2101.458178,2.235217,9.244561,24.790953,31.968974,16,25.846740,31.969798,16
VA235_NB,110+56099,only,AM,2.000000,2.000000,29126;34842,963.310000,0.382300,0.000000,870.102600,0.345279,1.043476,24.378000,31.457000,12,24.688448,38.156559,12
VA235_NB,110+56099,only,MD,2.000000,2.000000,29126;34842,2017.161952,0.400213,0.000000,1966.148800,0.390109,2.348755,24.351667,26.114333,24,24.429975,36.420818,24
VA235_NB,110+56099,only,PM,2.000000,2.000000,29126;34842,1734.616652,2.065039,8.522917,1479.891600,1.761776,7.242766,26.172141,27.762797,16,26.440732,27.764821,16
VA235_SB,110-56098,only,AM,2.000000,2.000000,29111;34843,634.272200,0.251700,0.000000,628.295900,0.249324,0.749907,27.976000,31.005000,12,28.248749,40.645451,12
VA235_SB,110-56098,only,MD,2.000000,2.000000,29111;34843,1616.860883,0.320822,0.000000,1735.691650,0.344383,2.068084,26.209667,27.962333,24,26.285658,38.306953,24
VA235_SB,110-56098,only,PM,2.000000,2.000000,29111;34843,1486.943100,1.770139,7.279561,1382.341310,1.645644,6.753924,26.498050,27.471174,16,26.611327,27.472036,16
VA235_WB,110-10822,all_1_of_4,AM,1.000000,3.000000,29069;29072;34850,1275.033571,0.482317,0.000000,1183.191721,0.447803,1.354971,34.407333,41.770667,12,31.733012,42.030552,12
VA235_WB,110-10822,all_1_of_4,MD,1.000000,3.000000,29069;29072;34850,2144.013926,0.406409,0.000000,1997.151911,0.378929,2.288749,32.097000,34.376000,24,31.775316,38.655693,24
VA235_WB,110-10822,all_1_of_4,PM,1.000000,3.000000,29069;29072;34850,2329.912162,0.661917,0.000000,1990.378296,0.567277,2.296715,32.098667,33.803333,16,30.720331,36.184243,16
VA235_WB,110N10821,all_2_of_4,AM,1.500000,1.000000,29124,1241.065500,0.258600,0.000000,1050.835570,0.218924,0.642463,18.478667,18.770667,12,18.786043,34.563153,12
VA235_WB,110N10823,all_3_of_4,AM,1.500000,1.000000,29066,1507.157000,0.598100,0.000000,1479.356200,0.587046,1.787957,24.569000,29.440667,12,24.858452,33.766384,12
VA235_WB,110N10821,all_2_of_4,MD,1.500000,1.000000,29124,2948.391600,0.307100,0.000000,2622.227780,0.273149,1.627084,18.772000,18.885000,24,18.851199,33.574898,24
VA235_WB,110N10823,all_3_of_4,MD,1.500000,1.000000,29066,2618.747500,0.519600,0.000000,2636.494140,0.523114,3.168817,23.134000,24.548333,24,23.221000,33.259043,24
VA235_WB,110N10821,all_2_of_4,PM,1.500000,1.000000,29124,2192.458800,1.370300,5.569304,2099.651860,1.312282,5.329847,19.212667,24.994333,16,19.219175,25.111672,16
VA235_WB,110N10823,all_3_of_4,PM,1.500000,1.000000,29066,2852.838300,0.849100,0.000000,3052.419190,0.908458,3.673947,23.135667,24.465000,16,23.243552,29.807495,16
VA235_WB,110-10821,all_4_of_4,AM,2.000000,4.000000,34853;34866;35010;34875,1415.883497,0.551253,0.000000,1383.013848,0.538905,1.637214,34.701000,39.558667,12,30.822877,39.964244,12
VA235_WB,110-10821,all_4_of_4,MD,2.000000,4.000000,34853;34866;35010;34875,3127.743038,0.611284,0.000000,2937.693510,0.574154,3.486976,33.122667,34.680333,24,30.810293,36.489991,24
VA235_WB,110-10821,all_4_of_4,PM,2.000000,4.000000,34853;34866;35010;34875,2895.661778,0.848300,0.000000,2336.597966,0.684249,2.757724,33.124667,34.791333,16,30.581798,35.584816,16
VA236_EB,110+10077,corridor_start,AM,2.000000,4.000000,29786;34707;29819;34704,6605.981489,1.306148,0.000000,3940.243265,0.778629,2.403515,22.681333,28.071333,12,22.877515,29.666725,12
VA236_EB,110+10077,corridor_start,MD,2.000000,4.000000,29786;34707;29819;34704,10655.834985,1.050358,0.000000,7834.585867,0.771066,4.716452,20.923667,22.658333,24,20.999953,27.777255,24
VA236_EB,110+10077,corridor_start,PM,2.000000,4.000000,29786;34707;29819;34704,7535.152331,4.480454,19.250244,5845.723284,3.463369,14.806015,17.258304,22.500660,16,18.673735,22.501489,16
VA236_EB,110+06688,behavior_diverse_2_of_5,AM,7.000000,3.000000,29591;29590;31564,8875.112696,1.344704,0.000000,6034.529463,0.914323,2.844257,37.843333,43.288333,12,32.783473,43.337556,12
VA236_EB,110+06688,behavior_diverse_2_of_5,MD,7.000000,3.000000,29591;29590;31564,13402.215836,1.015301,0.000000,10224.382757,0.774574,4.760802,36.781667,37.820667,24,34.658562,39.926926,24
VA236_EB,110+06688,behavior_diverse_2_of_5,PM,7.000000,3.000000,29591;29590;31564,9214.272074,1.047111,0.000000,7117.163862,0.808769,3.396889,36.783333,37.990667,16,30.744649,39.073355,16
VA236_EB,110P06688,behavior_diverse_3_of_5,AM,8.000000,1.000000,31696,7277.435700,1.516100,0.000000,4044.817140,0.842670,2.594739,38.466000,41.737000,12,24.495631,41.627269,12
VA236_EB,110P06688,behavior_diverse_3_of_5,MD,8.000000,1.000000,31696,12113.184200,1.261800,0.000000,8550.941410,0.890723,5.473489,35.859333,38.450667,24,25.387138,38.438817,24
VA236_EB,110P06688,behavior_diverse_3_of_5,PM,8.000000,1.000000,31696,7141.061200,3.616600,15.567344,5980.408690,3.028791,12.988741,17.113000,35.834667,16,18.003699,35.834855,16
VA236_EB,110+06694,behavior_diverse_4_of_5,AM,18.000000,3.000000,27877;28518;28514,3670.099715,0.509759,0.000000,3330.300374,0.462542,1.406035,22.098000,28.457000,12,22.345329,32.198945,12
VA236_EB,110+06694,behavior_diverse_4_of_5,MD,18.000000,3.000000,27877;28518;28514,10031.200128,0.696620,0.000000,7149.024764,0.496460,2.977804,14.514667,22.065333,24,14.606599,29.716679,24
VA236_EB,110+06694,behavior_diverse_4_of_5,PM,18.000000,3.000000,27877;28518;28514,7901.498169,3.292306,14.143545,6238.514103,2.599381,11.111618,14.546868,17.251768,16,14.564010,18.429935,16
VA236_EB,110+06697,corridor_end,AM,23.000000,2.000000,27772;27776,1197.231300,0.665100,0.000000,1308.831420,0.727129,2.221791,11.149667,14.849333,12,11.523762,26.434620,12
VA236_EB,110+06697,corridor_end,MD,23.000000,2.000000,27772;27776,3782.574000,1.050700,0.000000,2614.213870,0.726171,4.421579,11.135000,11.301000,24,11.239781,25.418200,24
VA236_EB,110+06697,corridor_end,PM,23.000000,2.000000,27772;27776,2266.640000,0.944400,0.000000,1923.031130,0.801263,3.243855,11.192000,11.301000,16,11.401689,25.837002,16
VA236_WB,110-06696,corridor_start,AM,1.000000,2.000000,27725;27777,1574.675600,0.874800,0.000000,1065.458740,0.591922,1.793771,11.200333,12.076000,12,11.598342,27.109666,12
VA236_WB,110-06696,corridor_start,MD,1.000000,2.000000,27725;27777,3088.543100,0.857900,0.000000,2562.088130,0.711691,4.329158,9.832000,12.077333,24,9.943297,25.499394,24
VA236_WB,110-06696,corridor_start,PM,1.000000,2.000000,27725;27777,2132.456200,0.888500,0.000000,1870.843750,0.779518,3.151978,9.834667,12.019333,16,10.059760,25.957781,16
VA236_WB,110-06688,behavior_diverse_2_of_5,AM,15.000000,2.000000,28835;34243,6907.069230,1.438939,0.000000,4300.627146,0.895964,2.762480,32.052333,32.911667,12,24.200006,32.893138,12
VA236_WB,110-06688,behavior_diverse_2_of_5,MD,15.000000,2.000000,28835;34243,13719.937609,1.429161,0.000000,8951.459581,0.932444,5.740776,32.049667,33.042333,24,25.165338,33.033975,24
VA236_WB,110-06688,behavior_diverse_2_of_5,PM,15.000000,2.000000,28835;34243,11178.600083,1.746683,0.000000,6740.949303,1.053273,4.417927,33.045333,33.945667,16,22.606755,33.907916,16
VA236_WB,110N06688,behavior_diverse_3_of_5,AM,16.000000,1.000000,31691,4561.816200,0.950400,0.000000,3646.987550,0.759789,2.334336,40.756333,42.176667,12,24.875163,42.052534,12
VA236_WB,110N06688,behavior_diverse_3_of_5,MD,16.000000,1.000000,31691,12833.655600,1.336800,0.000000,8465.711910,0.881845,5.416686,41.657000,42.181667,24,25.455125,42.156818,24
VA236_WB,110N06688,behavior_diverse_3_of_5,PM,16.000000,1.000000,31691,12632.243100,1.973800,0.000000,6817.099120,1.065172,4.468883,41.657333,42.093667,16,22.636163,41.981854,16
