corridor,tmc_code,selection_position,period,road_order,gmns_link_count,gmns_link_ids,taplite_period_volume,taplite_period_doc,taplite_period_p_hours,cube_period_volume,cube_period_doc,cube_period_p_hours,model_speed_min_mph,model_speed_max_mph,model_speed_unique_value_count,cube_speed_min_mph,cube_speed_max_mph,cube_speed_unique_value_count
VA402_SB,110-10996,all_5_of_5,PM,6.000000,2.000000,27871;28054,5772.023720,1.030690,0.000000,4707.765201,0.840672,3.400047,21.939000,23.198000,16,22.093509,29.967841,16
VA420_EB,110+11018,all_1_of_2,AM,1.000000,3.000000,27872;28520;27864,453.802259,0.679807,2.062490,489.855726,0.733118,2.228030,21.320484,29.089383,12,21.319118,28.923323,12
VA420_EB,110+11018,all_1_of_2,MD,1.000000,3.000000,27872;28520;27864,1438.309707,0.357716,0.000000,1088.763613,0.270003,1.596941,19.341000,21.383667,24,19.432864,35.943094,24
VA420_EB,110+11018,all_1_of_2,PM,1.000000,3.000000,27872;28520;27864,1406.196283,0.528301,0.000000,943.461954,0.346868,1.374125,19.344333,21.785667,16,19.534466,34.022575,16
VA420_EB,110P11018,all_2_of_2,AM,2.000000,1.000000,27858,81.006300,0.001200,0.000000,125.697030,0.001900,0.005366,12.180333,13.792667,12,12.243421,16.803856,12
VA420_EB,110P11018,all_2_of_2,MD,2.000000,1.000000,27858,291.538700,0.002200,0.000000,250.833710,0.001896,0.011317,13.799333,14.093667,24,13.810802,16.959169,24
VA420_EB,110P11018,all_2_of_2,PM,2.000000,1.000000,27858,151.771200,0.001700,0.000000,169.150970,0.001918,0.009092,14.094333,14.333667,16,13.663523,16.926620,16
VA420_NB,110+10978,only,AM,1.000000,8.000000,27869;27839;28395;27921;27917;27915;28046;28388,1046.365327,0.842394,2.570558,1304.844087,1.051325,3.226355,21.082526,27.530582,12,20.990061,26.923443,12
VA420_NB,110+10978,only,MD,1.000000,8.000000,27869;27839;28395;27921;27917;27915;28046;28388,2832.702956,0.380729,0.000000,2504.659307,0.337655,2.008128,19.104000,19.903333,24,19.190779,33.051966,24
VA420_NB,110+10978,only,PM,1.000000,8.000000,27869;27839;28395;27921;27917;27915;28046;28388,2981.002993,0.600387,0.000000,2095.289779,0.422258,1.669498,19.108667,21.602000,16,19.285810,31.546597,16
VA420_SB,110-10977,only,AM,11.000000,8.000000,28154;28387;28045;27914;27918;27922;28394;27838,915.586177,0.246760,0.000000,1046.895353,0.281779,0.836860,20.407333,21.760667,12,20.735022,34.679498,12
VA420_SB,110-10977,only,MD,11.000000,8.000000,28154;28387;28045;27914;27918;27922;28394;27838,2969.699627,0.399214,0.000000,2509.390502,0.338428,2.013004,17.957667,20.399667,24,18.047333,33.116110,24
VA420_SB,110-10977,only,PM,11.000000,8.000000,28154;28387;28045;27914;27918;27922;28394;27838,2316.484901,1.864550,7.712067,2427.500156,1.950503,8.079371,19.963670,23.929823,16,19.892581,23.714414,16
VA420_WB,110N11018,all_1_of_2,AM,1.000000,1.000000,3759,88.746000,0.001300,0.000000,85.259740,0.001289,0.003604,22.006333,23.373667,12,15.338661,23.276550,12
VA420_WB,110N11018,all_1_of_2,MD,1.000000,1.000000,3759,324.665300,0.002500,0.000000,270.030270,0.002041,0.012202,23.379333,23.641667,24,14.501627,23.615775,24
VA420_WB,110N11018,all_1_of_2,PM,1.000000,1.000000,3759,150.263900,0.001700,0.000000,159.282120,0.001806,0.008561,23.108333,23.640667,16,13.751227,23.587182,16
VA420_WB,110-11017,all_2_of_2,AM,2.000000,3.000000,27859;27865;28521,426.215056,0.628280,1.905669,417.998061,0.618407,1.874220,21.840504,29.333682,12,21.842304,29.350377,12
VA420_WB,110-11017,all_2_of_2,MD,2.000000,3.000000,27859;27865;28521,1379.888362,0.342118,0.000000,1113.833735,0.275692,1.632019,19.885333,21.296000,24,19.975686,35.715850,24
VA420_WB,110-11017,all_2_of_2,PM,2.000000,3.000000,27859;27865;28521,1109.821154,0.415337,0.000000,952.451235,0.355594,1.405403,19.887667,21.621333,16,20.075333,33.885957,16
VA55_EB,110+57992,all_1_of_3,AM,1.000000,4.000000,48753;38664;40470;40508,1324.096553,0.510795,0.000000,374.132039,0.144258,0.400347,49.335667,53.758333,12,38.465565,53.686285,12
VA55_EB,110+57993,all_2_of_3,AM,1.000000,3.000000,38734;40633;40940,1384.496407,0.576858,0.000000,986.902667,0.411209,1.143835,33.031333,35.736000,12,29.328125,36.173940,12
VA55_EB,110+57994,all_3_of_3,AM,1.000000,8.000000,38657;38652;39444;39447;39450;39453;38735;38681,868.145956,0.435224,0.000000,622.184261,0.309611,0.907659,23.853333,27.969667,12,24.037335,31.454664,12
VA55_EB,110+57992,all_1_of_3,MD,1.000000,4.000000,48753;38664;40470;40508,756.625946,0.145832,0.000000,346.939392,0.066864,0.393468,47.201333,49.316000,24,38.889301,49.311518,24
VA55_EB,110+57993,all_2_of_3,MD,1.000000,3.000000,38734;40633;40940,1769.703137,2.028412,12.450810,2060.247238,2.361410,14.514555,22.907027,33.017667,24,22.242924,33.020101,24
VA55_EB,110+57994,all_3_of_3,MD,1.000000,8.000000,38657;38652;39444;39447;39450;39453;38735;38681,2466.040796,0.619435,0.000000,1466.600702,0.363038,2.196916,23.303333,23.836000,24,23.355616,29.586522,24
VA55_EB,110+57992,all_1_of_3,PM,1.000000,4.000000,48753;38664;40470;40508,525.484069,0.151744,0.000000,276.403740,0.079557,0.313306,47.200333,47.710333,16,39.815542,47.710163,16
VA55_EB,110+57993,all_2_of_3,PM,1.000000,3.000000,38734;40633;40940,1637.288831,0.511665,0.000000,1545.229522,0.482884,1.941852,29.242667,33.350333,16,27.874890,34.065596,16
VA55_EB,110+57994,all_3_of_3,PM,1.000000,8.000000,38657;38652;39444;39447;39450;39453;38735;38681,1022.308440,1.530081,6.277523,1069.027884,1.581246,6.485348,22.382834,23.751027,16,22.226486,23.746671,16
VA55_WB,110-57991,all_1_of_3,AM,1.000000,4.000000,38733;40509;40469;38665,163.887672,0.062942,0.000000,142.709444,0.054824,0.144843,46.513333,48.484000,12,42.450686,48.479303,12
VA55_WB,110-57992,all_2_of_3,AM,1.000000,3.000000,38659;40941;40632,577.068340,0.240451,0.000000,585.197345,0.243832,0.638679,36.090667,36.500333,12,31.516029,37.339277,12
VA55_WB,110-57993,all_3_of_3,AM,1.000000,8.000000,38622;38683;38737;39454;39449;39446;39443;38651,739.389534,0.371217,0.000000,643.434031,0.319524,0.936661,22.233000,28.046000,12,22.437717,31.481468,12
VA55_WB,110-57991,all_1_of_3,MD,1.000000,4.000000,38733;40509;40469;38665,426.176533,0.082011,0.000000,376.079397,0.072414,0.426618,46.506000,46.713667,24,38.348679,46.833482,24
VA55_WB,110-57992,all_2_of_3,MD,1.000000,3.000000,38659;40941;40632,1860.675649,0.387613,0.000000,1642.510167,0.342190,2.060901,32.567333,36.085667,24,27.988479,36.526679,24
VA55_WB,110-57993,all_3_of_3,MD,1.000000,8.000000,38622;38683;38737;39454;39449;39446;39443;38651,2671.835235,0.665877,0.000000,1837.294701,0.459036,2.784811,19.347333,22.207000,24,19.411441,27.964176,24
VA55_WB,110-57991,all_1_of_3,PM,1.000000,4.000000,38733;40509;40469;38665,666.278561,0.192374,0.000000,513.121243,0.148219,0.589393,46.718000,48.562667,16,35.989480,48.557286,16
VA55_WB,110-57992,all_2_of_3,PM,1.000000,3.000000,38659;40941;40632,1385.516189,0.432985,0.000000,1448.797507,0.452749,1.818545,32.574333,37.371667,16,28.000849,37.399922,16
VA55_WB,110-57993,all_3_of_3,PM,1.000000,8.000000,38622;38683;38737;39454;39449;39446;39443;38651,1449.901828,2.189808,9.020407,1440.613316,2.159078,8.889645,19.362894,21.255568,16,19.362589,21.266139,16
VA600_EB,110+57896,all_1_of_2,AM,2.000000,3.000000,29442;35127;35226,918.869999,0.312144,0.000000,918.331232,0.314382,0.945827,33.996667,37.848000,12,33.157712,40.653945,12
VA600_EB,110+57896,all_1_of_2,MD,2.000000,3.000000,29442;35127;35226,1877.491962,0.314264,0.000000,1767.666321,0.295038,1.775172,33.982333,34.932000,24,32.266749,40.497981,24
VA600_EB,110+57896,all_1_of_2,PM,2.000000,3.000000,29442;35127;35226,1016.026022,0.251843,0.000000,1421.142271,0.361470,1.460162,34.078000,34.931333,16,31.700910,39.125463,16
VA600_EB,110+57897,all_2_of_2,AM,3.000000,4.000000,29411;35103;31172;35062,1031.329447,0.652873,1.991992,1265.911166,0.786754,2.406828,29.906758,34.726399,12,29.461405,34.736635,12
VA600_EB,110+57897,all_2_of_2,MD,3.000000,4.000000,29411;35103;31172;35062,2845.788580,0.404971,0.000000,2787.377176,0.382369,2.301447,29.303000,31.092667,24,29.366397,37.958470,24
VA600_EB,110+57897,all_2_of_2,PM,3.000000,4.000000,29411;35103;31172;35062,1853.824357,1.620482,6.652879,1973.091346,1.662153,6.824981,27.587780,30.554083,16,27.470645,30.554089,16
VA600_WB,110-57896,all_1_of_2,AM,2.000000,3.000000,29430;35063;31173,1023.431286,0.655075,1.999275,943.855685,0.592287,1.804649,29.930254,34.959993,12,30.117418,34.965795,12
VA600_WB,110-57896,all_1_of_2,MD,2.000000,3.000000,29430;35063;31173,3011.876701,0.416482,0.000000,2692.721985,0.360775,2.168903,29.861667,31.328667,24,29.923377,38.466116,24
VA600_WB,110-57896,all_1_of_2,PM,2.000000,3.000000,29430;35063;31173,1667.422976,1.198228,4.881139,2444.130893,1.727109,7.098183,28.899739,32.060842,16,27.297185,32.061430,16
VA600_WB,110-57895,all_2_of_2,AM,3.000000,4.000000,35102;29413;35227;35126,521.542874,0.176858,0.000000,669.182701,0.228872,0.686213,34.716000,34.724000,10,34.169476,41.539692,12
VA600_WB,110-57895,all_2_of_2,MD,3.000000,4.000000,35102;29413;35227;35126,1626.927849,0.277567,0.000000,1443.908734,0.244929,1.469648,34.725000,35.452667,24,32.725187,41.386718,24
VA600_WB,110-57895,all_2_of_2,PM,3.000000,4.000000,35102;29413;35227;35126,1500.413123,0.386134,0.000000,1696.066982,0.439125,1.774433,35.362667,35.453000,16,31.280247,38.397986,16
VA602_NB,110+57997,corridor_start,AM,2.000000,3.000000,30764;33378;30746,3428.577214,0.665930,0.000000,2989.362997,0.580564,1.765022,36.835000,43.241667,12,30.688833,43.291938,12
VA602_NB,110+57997,corridor_start,MD,2.000000,3.000000,30764;33378;30746,5813.889375,0.564458,0.000000,4679.925337,0.454199,2.744711,36.812000,39.258333,24,31.484573,40.046375,24
VA602_NB,110+57997,corridor_start,PM,2.000000,3.000000,30764;33378;30746,4072.424396,0.592996,0.000000,3755.512656,0.546807,2.194568,39.263333,40.429000,16,31.217510,40.639901,16
VA602_NB,110+57998,behavior_diverse_2_of_5,AM,3.000000,1.000000,30757,3759.550400,0.745900,0.000000,4018.500240,0.797321,2.439291,28.842667,37.095333,12,28.953333,37.183166,12
VA602_NB,110+57998,behavior_diverse_2_of_5,MD,3.000000,1.000000,30757,5876.946900,0.583000,0.000000,6496.020020,0.644446,3.920769,28.810667,29.831667,24,28.872056,33.194672,24
VA602_NB,110+57998,behavior_diverse_2_of_5,PM,3.000000,1.000000,30757,4848.390800,2.885900,12.010246,4860.239260,2.893000,12.040324,24.438667,29.826667,16,24.424168,29.826587,16
VA602_NB,110+57999,behavior_diverse_3_of_5,AM,4.000000,4.000000,30754;30937;30837;30964,3068.975862,0.819640,0.000000,2796.743883,0.747378,2.275617,27.221667,39.783333,12,27.298403,39.799459,12
VA602_NB,110+57999,behavior_diverse_3_of_5,MD,4.000000,4.000000,30754;30937;30837;30964,4953.125893,0.661604,0.000000,4156.796604,0.556631,3.364418,27.180333,35.974000,24,27.221859,36.153887,24
VA602_NB,110+57999,behavior_diverse_3_of_5,PM,4.000000,4.000000,30754;30937;30837;30964,3235.245434,0.810670,3.266977,2999.480306,0.754162,3.032667,27.071526,36.030295,16,27.285552,36.053740,16
VA602_NB,110P58000,behavior_diverse_4_of_5,AM,7.000000,2.000000,30543;31887,2563.551950,0.569700,0.000000,2169.873292,0.482194,1.400306,26.294000,27.307333,12,26.494344,31.674210,12
VA602_NB,110P58000,behavior_diverse_4_of_5,MD,7.000000,2.000000,30543;31887,4676.698500,0.519650,0.000000,4028.481203,0.447609,2.656621,26.291667,28.137000,24,26.340737,32.442998,24
VA602_NB,110P58000,behavior_diverse_4_of_5,PM,7.000000,2.000000,30543;31887,3304.174900,0.550675,0.000000,3455.149415,0.575858,2.247288,27.199000,28.136667,16,27.302712,31.008125,16
VA602_NB,110+58004,corridor_end,AM,14.000000,2.000000,31006;33996,729.268136,0.135067,0.000000,1007.097883,0.186500,0.557474,32.330000,35.581000,12,32.533638,42.344026,12
VA602_NB,110+58004,corridor_end,MD,14.000000,2.000000,31006;33996,3696.053714,0.342230,0.000000,3603.382294,0.333647,2.010378,32.317000,32.514333,24,31.960379,39.482797,24
VA602_NB,110+58004,corridor_end,PM,14.000000,2.000000,31006;33996,2111.197130,0.293208,0.000000,2112.205130,0.293362,1.181870,32.516000,33.136000,16,32.152638,40.174615,16
VA602_SB,110-58003,corridor_start,AM,2.000000,2.000000,30450;33997,1029.438047,0.190647,0.000000,1201.923258,0.222578,0.666666,38.567667,40.060667,12,34.227934,42.832746,12
VA602_SB,110-58003,corridor_start,MD,2.000000,2.000000,30450;33997,3578.228042,0.331347,0.000000,3740.748452,0.346366,2.088046,38.562333,39.001333,24,31.905536,41.054556,24
VA602_SB,110-58003,corridor_start,PM,2.000000,2.000000,30450;33997,1881.188326,0.261273,0.000000,2043.162773,0.283773,1.142807,38.756333,39.001000,16,32.298700,41.799249,16
VA602_SB,110-58002,behavior_diverse_2_of_5,AM,4.000000,5.000000,31004;33985;30471;30243;30234,864.736527,0.181295,0.000000,800.478907,0.167878,0.500914,33.215667,38.146333,12,33.388246,42.355520,12
VA602_SB,110-58002,behavior_diverse_2_of_5,MD,4.000000,5.000000,31004;33985;30471;30243;30234,1967.329172,0.205505,0.000000,1287.441099,0.134895,0.793691,31.356667,33.194333,24,31.409732,42.378694,24
VA602_SB,110-58002,behavior_diverse_2_of_5,PM,4.000000,5.000000,31004;33985;30471;30243;30234,711.141499,0.391393,1.554480,632.924327,0.348574,1.381131,31.367521,32.403968,16,31.371125,32.404204,16
VA602_SB,110-58000,behavior_diverse_3_of_5,AM,8.000000,1.000000,30487,1802.259300,0.500600,0.000000,1752.511840,0.486809,1.464260,27.221667,28.389333,12,27.405089,32.010209,12
VA602_SB,110-58000,behavior_diverse_3_of_5,MD,8.000000,1.000000,30487,4961.257000,0.689100,0.000000,3981.194580,0.552944,3.337570,24.664333,27.214333,24,24.720616,30.704147,24
VA602_SB,110-58000,behavior_diverse_3_of_5,PM,8.000000,1.000000,30487,4202.901700,3.502400,14.794551,4434.608890,3.695507,15.637398,19.593667,25.335667,16,19.242235,25.320792,16
VA602_SB,110-57998,behavior_diverse_4_of_5,AM,12.000000,4.000000,31055;30962;30835;30936,1413.498879,0.374632,0.000000,1299.865092,0.347468,1.037973,37.927667,40.315667,12,29.510208,40.328690,12
VA602_SB,110-57998,behavior_diverse_4_of_5,MD,12.000000,4.000000,31055;30962;30835;30936,4453.328190,0.594596,0.000000,3720.812669,0.497932,2.999190,34.973000,37.915333,24,27.603214,38.017558,24
VA602_SB,110-57998,behavior_diverse_4_of_5,PM,12.000000,4.000000,31055;30962;30835;30936,4538.953166,1.591377,6.551874,4237.648809,1.488254,6.114606,24.557286,37.460355,16,24.854127,37.460779,16
VA602_SB,110-57996,corridor_end,AM,14.000000,3.000000,30756;30748;33379,2028.274535,0.393705,0.000000,1802.600902,0.349904,1.056369,42.271667,45.276000,12,32.175393,45.294369,12
VA602_SB,110-57996,corridor_end,MD,14.000000,3.000000,30756;30748;33379,5549.511865,0.538657,0.000000,4538.866628,0.440423,2.659914,41.087333,42.258667,24,31.571175,42.483860,24
VA602_SB,110-57996,corridor_end,PM,14.000000,3.000000,30756;30748;33379,5796.899919,0.844439,0.000000,4922.578928,0.716885,2.893295,41.087000,41.450000,16,30.463663,41.463196,16
VA606_EB,110+10088,corridor_start,AM,1.000000,5.000000,38023;35850;37868;38100;37478,3253.518186,0.695397,0.000000,3197.634821,0.682594,2.073148,46.415333,53.087333,12,29.805147,52.946988,12
VA606_EB,110+10088,corridor_start,MD,1.000000,5.000000,38023;35850;37868;38100;37478,4428.796952,0.478697,0.000000,4724.248624,0.509787,3.086434,46.389333,46.921667,24,29.507454,46.908819,24
VA606_EB,110+10088,corridor_start,PM,1.000000,5.000000,38023;35850;37868;38100;37478,2791.753330,0.463197,0.000000,2608.421188,0.430066,1.725958,46.932667,51.625667,16,30.288465,51.561079,16
VA606_EB,110+18880,behavior_diverse_2_of_5,AM,2.000000,2.000000,30510;32781,2597.100911,2.164244,6.769431,2371.366893,1.976139,6.167134,21.950623,29.975074,12,21.959776,29.974372,12
VA606_EB,110+18880,behavior_diverse_2_of_5,MD,2.000000,2.000000,30510;32781,6173.240944,0.857411,0.000000,5313.591580,0.737999,4.495926,21.913000,23.309667,24,21.976031,26.734814,24
VA606_EB,110+18880,behavior_diverse_2_of_5,PM,2.000000,2.000000,30510;32781,4991.700967,1.039978,0.000000,3701.053111,0.771053,3.101078,23.316000,25.514000,16,23.429614,27.703775,16
VA606_EB,110P18882,behavior_diverse_3_of_5,AM,5.500000,1.000000,30481,4395.025200,2.038100,6.262281,3109.540280,1.442001,4.413026,25.075333,36.158667,12,25.630191,36.557563,12
VA606_EB,110P18882,behavior_diverse_3_of_5,MD,5.500000,1.000000,30481,6984.479400,0.646700,0.000000,5880.445800,0.544486,3.302088,22.474000,23.953333,24,22.559518,32.440542,24
VA606_EB,110P18882,behavior_diverse_3_of_5,PM,5.500000,1.000000,30481,5444.774700,0.756200,0.000000,4284.776860,0.595108,2.417062,23.959000,25.952333,16,24.130873,32.018118,16
VA606_EB,110+18882,behavior_diverse_4_of_5,AM,6.000000,1.000000,31001,4034.286300,0.747100,0.000000,2699.826660,0.499968,1.511521,38.831667,45.499667,12,31.694435,45.523908,12
VA606_EB,110+18882,behavior_diverse_4_of_5,MD,6.000000,1.000000,31001,6547.603400,0.606300,0.000000,5417.193360,0.501592,3.038652,38.446000,38.804667,24,31.071637,39.529190,24
VA606_EB,110+18882,behavior_diverse_4_of_5,PM,6.000000,1.000000,31001,5547.014500,0.770400,0.000000,4245.616700,0.589669,2.394719,38.449000,39.898000,16,30.395619,40.083760,16
VA606_EB,110+10091,corridor_end,AM,7.000000,2.000000,31226;30532,945.208200,0.945200,2.865001,809.121520,0.809121,2.441230,22.156333,25.327667,12,22.468024,25.335931,12
VA606_EB,110+10091,corridor_end,MD,7.000000,2.000000,31226;30532,2789.346700,0.464900,0.000000,984.702030,0.164117,0.945729,23.126333,23.542667,24,23.172319,32.477653,24
VA606_EB,110+10091,corridor_end,PM,7.000000,2.000000,31226;30532,2170.083300,0.542500,0.000000,701.866880,0.175467,0.581110,23.126667,23.513333,16,23.223288,32.451212,16
VA606_NB,110+58067,all_1_of_2,AM,2.000000,3.000000,36569;37966;38074,1077.494888,0.213799,0.000000,1118.519698,0.221929,0.666691,34.404667,36.896667,12,33.911148,41.994005,12
VA606_NB,110+58067,all_1_of_2,MD,2.000000,3.000000,36569;37966;38074,2315.377862,0.229706,0.000000,1781.113790,0.176698,1.047903,34.395000,34.620667,24,34.189056,42.627362,24
VA606_NB,110+58067,all_1_of_2,PM,2.000000,3.000000,36569;37966;38074,1501.717228,0.223471,0.000000,1175.488695,0.174924,0.679620,34.621000,34.630000,13,34.714299,42.671251,16
VA606_NB,110+58068,all_2_of_2,AM,4.000000,2.000000,35841;38119,2136.892362,0.593570,0.000000,1940.950764,0.539153,1.620943,46.302667,47.507333,12,24.606415,47.322877,12
VA606_NB,110+58068,all_2_of_2,MD,4.000000,2.000000,35841;38119,3943.252360,0.547672,0.000000,3947.365419,0.548245,3.340254,43.693667,46.295333,24,22.991836,46.254998,24
VA606_NB,110+58068,all_2_of_2,PM,4.000000,2.000000,35841;38119,3243.805643,0.675798,0.000000,2641.210001,0.550252,2.218511,43.691667,43.874333,16,23.426662,43.787325,16
VA606_SB,110-58067,all_1_of_2,AM,20.000000,3.000000,38024;36304;38118,1734.512472,0.456837,0.000000,1470.546750,0.385117,1.153426,36.917667,40.841333,12,27.581504,40.830691,12
VA606_SB,110-58067,all_1_of_2,MD,20.000000,3.000000,38024;36304;38118,4409.882206,0.576121,0.000000,3837.595319,0.502203,3.041591,34.712333,36.900000,24,25.805422,36.960278,24
VA606_SB,110-58067,all_1_of_2,PM,20.000000,3.000000,38024;36304;38118,3066.653363,1.948477,8.011332,3210.714016,2.047223,8.421629,22.597095,34.893534,16,22.432878,34.893408,16
VA606_SB,110-58066,all_2_of_2,AM,22.000000,3.000000,35840;38077;37965,616.926763,0.122425,0.000000,509.395946,0.101071,0.300062,35.588667,35.977333,12,35.736426,43.616346,12
VA606_SB,110-58066,all_2_of_2,MD,22.000000,3.000000,35840;38077;37965,2150.265808,0.213318,0.000000,1408.615016,0.139744,0.825025,34.149667,35.977333,24,34.194389,43.347497,24
VA606_SB,110-58066,all_2_of_2,PM,22.000000,3.000000,35840;38077;37965,1813.442212,0.269877,0.000000,1493.276265,0.222214,0.868892,34.148667,34.627667,16,34.229028,41.484914,16
VA606_WB,110-10090,corridor_start,AM,1.000000,2.000000,30523;30533,1140.388500,0.380100,0.000000,419.731170,0.139910,0.400718,26.208000,26.361000,12,26.347080,32.723929,12
VA606_WB,110-10090,corridor_start,MD,1.000000,2.000000,30523;30533,3192.464700,0.532100,0.000000,1101.675170,0.183613,1.063306,23.663333,26.204667,24,23.705403,32.495009,24
VA606_WB,110-10090,corridor_start,PM,1.000000,2.000000,30523;30533,1637.925700,1.637900,6.572844,1017.076840,1.017077,3.917626,22.552667,24.242667,16,23.663674,24.294471,16
VA606_WB,110N18882,behavior_diverse_2_of_5,AM,1.500000,1.000000,30412,3000.735100,0.555700,0.000000,2548.772950,0.471995,1.426006,28.736333,37.558000,12,28.960857,39.019717,12
VA606_WB,110N18882,behavior_diverse_2_of_5,MD,1.500000,1.000000,30412,6892.675300,1.596800,9.823092,6127.577150,1.419588,8.719124,27.462000,28.332333,24,27.911820,28.437993,24
VA606_WB,110N18882,behavior_diverse_2_of_5,PM,1.500000,1.000000,30412,6455.952500,3.586600,14.871026,4437.650880,2.465362,10.178026,23.899667,28.327667,16,25.535518,28.325829,16
VA606_WB,110-10088,behavior_diverse_3_of_5,AM,5.000000,4.000000,36741;35866;38114;35889,2028.747765,1.690593,5.164477,1891.469955,1.576225,4.808135,22.144312,31.962275,12,22.278247,31.962323,12
VA606_WB,110-18874,behavior_diverse_4_of_5,AM,5.000000,1.000000,33131,1034.296100,0.344800,0.000000,661.399410,0.220466,0.640013,19.024333,21.173000,12,19.269911,30.835797,12
VA606_WB,110-10088,behavior_diverse_3_of_5,MD,5.000000,4.000000,36741;35866;38114;35889,4486.379434,2.494071,15.452316,4181.114833,2.324371,14.384382,18.612944,34.754862,24,18.833312,34.757498,24
VA606_WB,110-18874,behavior_diverse_4_of_5,MD,5.000000,1.000000,33131,2861.204300,0.476900,0.000000,1637.781620,0.272964,1.608533,14.795333,19.012000,24,14.870660,29.867582,24
VA606_WB,110-10088,behavior_diverse_3_of_5,PM,5.000000,4.000000,36741;35866;38114;35889,4472.051539,0.931656,0.000000,3779.375497,0.787370,3.191546,35.069667,40.852000,16,22.728439,40.766539,16
VA606_WB,110-18874,behavior_diverse_4_of_5,PM,5.000000,1.000000,33131,2511.194600,0.627800,0.000000,1426.704350,0.356676,1.255515,14.793333,15.758000,16,14.957068,27.981935,16
VA606_WB,110-10087,corridor_end,AM,7.000000,5.000000,36636;37479;38101;37867;35851,1215.927588,0.277060,0.000000,1188.414452,0.269943,0.808503,46.130000,48.013333,12,32.826076,47.948104,12
VA606_WB,110-10087,corridor_end,MD,7.000000,5.000000,36636;37479;38101;37867;35851,3661.284612,0.399827,0.000000,3485.337577,0.379667,2.285279,45.122000,48.018000,24,30.227397,48.005291,24
VA606_WB,110-10087,corridor_end,PM,7.000000,5.000000,36636;37479;38101;37867;35851,4854.754510,0.783602,0.000000,4309.313441,0.691672,2.801130,45.130000,50.064000,16,28.991141,49.990553,16
VA607_NB,110+58070,corridor_start,AM,7.000000,2.000000,38135;38031,2365.876100,0.461740,0.000000,2166.243650,0.422798,1.280254,38.733667,43.539667,12,31.513312,43.635987,12
VA607_NB,110+58070,corridor_start,MD,7.000000,2.000000,38135;38031,5066.538000,0.494402,0.000000,4390.687010,0.428477,2.586341,38.716667,40.604000,24,31.651964,41.125476,24
VA607_NB,110+58070,corridor_start,PM,7.000000,2.000000,38135;38031,4166.454700,0.609893,0.000000,3399.205810,0.497581,1.990811,39.753667,40.604000,16,31.523129,40.966032,16
VA607_NB,110+58074,behavior_diverse_2_of_5,AM,14.000000,5.000000,36096;37381;38052;37384;38140,4284.784382,0.780308,0.000000,2866.644140,0.522228,1.570078,38.044667,42.773333,12,25.277724,42.690331,12
VA607_NB,110+58074,behavior_diverse_2_of_5,MD,14.000000,5.000000,36096;37381;38052;37384;38140,6895.698275,0.627783,0.000000,5610.163542,0.510984,3.106423,38.026333,38.667000,24,23.911614,38.657050,24
VA607_NB,110+58074,behavior_diverse_2_of_5,PM,14.000000,5.000000,36096;37381;38052;37384;38140,4177.939532,0.570691,0.000000,3341.125343,0.456473,1.834165,38.677667,43.134333,16,24.573845,43.078594,16
VA607_NB,110+58075,behavior_diverse_3_of_5,AM,16.000000,2.000000,36298;36707,1070.385789,0.277378,0.000000,1255.164616,0.320466,0.957153,38.985667,39.216000,12,29.354429,39.343829,12
VA607_NB,110+58075,behavior_diverse_3_of_5,MD,16.000000,2.000000,36298;36707,3034.768198,0.388819,0.000000,2951.260958,0.372177,2.235962,37.576667,38.983667,24,27.953199,39.107947,24
VA607_NB,110+58075,behavior_diverse_3_of_5,PM,16.000000,2.000000,36298;36707,2193.058040,0.419084,0.000000,2077.821792,0.392969,1.568350,37.580000,39.694333,16,28.135227,39.716494,16
VA607_NB,110+58077,behavior_diverse_4_of_5,AM,20.000000,2.000000,36613;38087,1484.546000,0.412400,0.000000,1063.279540,0.295355,0.880972,27.905333,33.194667,12,25.477456,33.356869,12
VA607_NB,110+58077,behavior_diverse_4_of_5,MD,20.000000,2.000000,36613;38087,3111.990900,2.593300,16.060881,2652.190430,2.210159,13.664790,18.457000,27.882333,24,19.052068,27.882661,24
VA607_NB,110+58077,behavior_diverse_4_of_5,PM,20.000000,2.000000,36613;38087,2615.486800,0.544900,0.000000,1699.607420,0.354085,1.418751,22.784000,27.360000,16,22.873744,30.130600,16
VA607_NB,110+58078,corridor_end,AM,22.000000,1.000000,38091,819.381100,0.456300,1.368823,798.776250,0.444840,1.333958,24.786000,33.317000,12,24.838050,33.322184,12
VA607_NB,110+58078,corridor_end,MD,22.000000,1.000000,38091,2095.757100,0.947100,5.803626,2728.248050,1.232954,7.576195,21.620333,31.803000,24,20.870920,31.801688,24
VA607_NB,110+58078,corridor_end,PM,22.000000,1.000000,38091,1877.044600,0.391100,0.000000,2837.485840,0.591143,2.385670,30.458000,31.815000,16,23.167339,31.895277,16
VA607_SB,110-58077,corridor_start,AM,2.000000,1.000000,38093,941.955400,0.261700,0.000000,1855.410400,0.515392,1.548496,30.679667,34.935333,12,24.426035,34.945467,12
VA607_SB,110-58077,corridor_start,MD,2.000000,1.000000,38093,2362.614600,0.328100,0.000000,3375.095700,0.468763,2.851186,29.111667,30.661333,24,23.259020,31.054426,24
VA607_SB,110-58077,corridor_start,PM,2.000000,1.000000,38093,1702.523100,1.418800,5.796392,2054.574220,1.712145,7.013430,21.371333,30.181667,16,20.902501,30.179699,16
