corridor,period,n_selected_links,n_ready_links,P_A_mean,P_B_mean,P_C_mean,DC_obs_mean,DC_assignment_mean,duration_absolute_error_mean,projection_available
VA110_SB,PM,5,5,8.0,7.928378814876458,0.8942577999999999,1.9086183299788195,0.6594902800219298,3.5287110000000004,True
VA120_NB,AM,16,16,22.4375,22.662878940833306,1.40702625,7.039577222841388,0.4003907355061027,19.6234475,True
VA120_NB,MD,16,16,15.25,15.400477786437872,0.294026125,2.5313963114169136,0.43434399689933184,10.545582,True
VA120_NB,PM,16,16,24.0,24.238142024222388,1.41460475,5.522783373816843,0.5929284917485399,20.227720666666666,True
VA120_SB,AM,17,17,,,0.0,,0.42373040801396317,,True
VA120_SB,MD,17,17,24.0,24.17368622382697,0.31477229411764707,3.577744711062941,0.40105081512737667,18.648871,True
VA120_SB,PM,17,17,23.477272727272727,23.880559307484024,2.4292615882352937,5.348382642529972,0.5471362832414216,19.722959363636363,True
VA123_NB,AM,36,36,7.333333333333333,7.386197988936966,0.9039905,2.3651682736559407,0.895660090909091,4.621361833333332,True
VA123_NB,MD,36,36,12.416666666666666,12.647575130584121,0.4250426388888889,2.0218511684625633,0.6672529429406916,7.316154999999999,True
VA123_NB,PM,36,36,17.0,17.166768123477098,1.4097494722222224,4.002787975074635,0.7976748163514482,12.770751583333334,True
VA123_SB,AM,37,37,11.5,11.58162830083743,0.20694867567567568,3.776643274977877,0.6024000208162708,8.947633,True
VA123_SB,MD,37,37,,,0.0,,0.6086822161892005,,True
VA123_SB,PM,37,37,14.238095238095237,14.370620971054482,2.485834945945947,3.367134187697594,0.9492000409820328,9.858290809523808,True
VA193_EB,AM,9,9,8.5625,8.591519126797722,1.9238332222222223,2.8339939125463327,2.1471859680020153,4.49388325,True
VA193_EB,MD,9,9,,,0.0,,1.236773143738977,,True
VA193_EB,PM,9,9,14.416666666666666,14.420748287663033,1.5442965555555555,3.1868445762369393,1.0966146029226504,9.783777,True
VA193_WB,AM,9,9,11.25,7.0695710813279895,1.472376222222222,3.4649139642267652,0.576153560930545,8.1208975,True
VA193_WB,MD,9,9,,,0.0,,0.8506140173007475,,True
VA193_WB,PM,9,9,8.9375,8.9982743327466,2.5290394444444444,2.2130500755038764,2.0417035982615266,3.24716125,True
VA213_NB,AM,3,3,,,0.0,,0.18806640917107584,,True
VA213_NB,MD,3,3,,,0.0,,0.24369195729402873,,True
VA213_NB,PM,3,3,24.0,24.2208000126303,2.6534956666666667,5.373599623974546,0.28003991987906274,20.0197565,True
VA213_SB,AM,3,3,23.75,,0.987475,7.095175804695256,0.4905528174603175,20.787575,True
VA213_SB,MD,3,3,,,0.0,,0.4800570661375661,,True
VA213_SB,PM,3,3,24.0,24.30360412701385,2.6632306666666667,5.289408450043405,0.5678077321428572,20.005153999999997,True
VA215_EB,AM,4,4,,,0.0,,0.17311855439814816,,True
VA215_EB,MD,4,4,,,0.0,,0.17209102719907407,,True
VA215_EB,PM,4,4,,,0.0,,0.2012299001736111,,True
VA215_WB,AM,4,4,,,0.0,,0.13833537847222221,,True
VA215_WB,MD,4,4,,,0.0,,0.18111824305555557,,True
VA215_WB,PM,4,4,,,0.0,,0.28967199565972224,,True
VA228_EB,AM,2,2,,,0.0,,0.2513444166666666,,True
VA228_EB,MD,2,2,,,0.0,,0.3049677666666667,,True
VA228_EB,PM,2,2,24.0,24.349652240963906,3.127191,5.402585312745273,0.4431330875,20.872809,True
VA228_NB,AM,4,4,14.25,14.430255023564989,0.67508875,4.710531554184569,0.21958964484126983,11.549645,True
VA228_NB,MD,4,4,,,0.0,,0.27395354910714287,,True
VA228_NB,PM,4,4,13.5,13.588772660537131,0.8528445,3.345610276824937,0.43207316369047616,10.088622,True
VA228_SB,AM,4,4,,,0.0,,0.28781921726190474,,True
VA228_SB,MD,4,4,,,0.0,,0.2930629702380952,,True
VA228_SB,PM,4,4,21.125,21.471452870624795,1.9124305,5.106815593616959,0.3283487142857143,17.300139,True
VA228_WB,AM,2,2,24.0,,1.2743475,7.085769660558615,0.3145039666666667,21.451305,True
VA228_WB,MD,2,2,,,0.0,,0.33746782499999994,,True
VA228_WB,PM,2,2,,,0.0,,0.453097125,,True
VA233_EB,AM,2,2,,,0.0,,0.9317458166666667,,True
VA233_EB,MD,2,2,,,0.0,,0.8259541416666667,,True
VA233_EB,PM,2,2,24.0,24.123857692486368,4.0564515,5.347145548727276,0.8504185499999999,19.9435485,True
VA233_WB,AM,1,1,23.75,23.742712766206083,3.152307,7.8002967861718195,0.8125437666666667,20.597693,True
VA233_WB,MD,1,1,,,0.0,,0.6882921166666667,,True
VA233_WB,PM,1,1,,,0.0,,1.196462275,,True
VA234BR_NB,AM,8,8,21.666666666666668,21.814611569707353,0.983911,6.23354084014749,0.33951311946097884,19.042904,True
VA234BR_NB,MD,8,8,,,0.0,,0.34578663041501323,,True
VA234BR_NB,PM,8,8,18.416666666666668,18.616809262314707,1.494523,4.456723311317192,0.3745773916170635,14.431272,True
VA234BR_SB,AM,8,8,6.5,6.494432056853683,0.408312,2.1567071987683826,0.2789542038690476,3.233504,True
VA234BR_SB,MD,8,8,,,0.0,,0.3080120531580688,,True
VA234BR_SB,PM,8,8,18.25,18.399754001028004,2.9307875,4.24158804105716,0.40945808897569447,14.342283333333333,True
VA234_NB,AM,21,21,2.75,2.7306443049907303,0.11814561904761904,0.889132824514994,0.5245196876629102,0.268942,True
VA234_NB,MD,21,21,4.125,4.116950071172126,0.14294538095238096,0.6796795244803226,0.5390291037535933,2.6240734999999997,True
VA234_NB,PM,21,21,5.916666666666667,6.008302656436649,0.36978052380952375,1.3745204521539545,0.7027585916241497,3.3282030000000002,True
VA234_SB,AM,22,22,,,0.0,,0.6020316917569909,,True
VA234_SB,MD,22,22,15.25,15.32761092767238,0.2733894090909091,2.4154232148123302,0.5464246636871967,9.235433,True
VA234_SB,PM,22,22,9.791666666666666,9.898372115198883,0.9409683636363635,2.2998208639988107,0.6142480473451027,6.390879666666667,True
VA235_EB,AM,4,4,19.5,19.851777820054547,0.74956175,6.152513900380919,0.3250101119378307,16.501753,True
VA235_EB,MD,4,4,,,0.0,,0.3874495713872355,,True
VA235_EB,PM,4,4,11.875,12.038579388318,1.7339905,2.6553795510756526,0.5269115368923611,8.407019,True
VA235_NB,AM,1,1,,,0.0,,0.3447660317460317,,True
VA235_NB,MD,1,1,,,0.0,,0.3447577579365079,,True
VA235_NB,PM,1,1,18.25,18.267571818775508,3.445139,4.46948126105838,0.34521711309523806,14.804860999999999,True
VA235_SB,AM,1,1,,,0.0,,0.21594722222222223,,True
VA235_SB,MD,1,1,,,0.0,,0.2883235119047619,,True
VA235_SB,PM,1,1,24.0,24.34199778486676,3.696153,5.888760263297592,0.3562501488095238,20.303847,True
VA235_WB,AM,4,4,,,0.0,,0.41017293030753965,,True
VA235_WB,MD,4,4,,,0.0,,0.46076927773644183,,True
VA235_WB,PM,4,4,23.75,24.03369416719541,1.02303825,5.266273192154611,0.6198220484871032,19.657847,True
VA236_EB,AM,20,20,19.0,19.13462036255595,0.2745778,6.115171488102064,0.6425080130839647,16.254222,True
VA236_EB,MD,20,20,24.0,24.207077808020347,0.28087675,3.8392539861267663,0.5296859428661616,18.382465,True
VA236_EB,PM,20,20,18.533333333333335,18.685960456036106,3.3266252,4.356166570480059,0.6927010461055871,14.113636399999999,True
VA236_WB,AM,20,20,12.4,12.509907319053978,0.6830493999999999,4.060229395173246,0.5570006626104798,9.667802400000001,True
VA236_WB,MD,20,20,,,0.0,,0.5673371934343434,,True
VA236_WB,PM,20,20,21.795454545454547,22.012157592550274,2.31237795,5.138688246377118,0.8773417352746213,17.591131,True
VA237_EB,AM,10,10,,,0.0,,0.9284090111111111,,True
VA237_EB,MD,10,10,,,0.0,,0.6264247244444444,,True
VA237_EB,PM,10,10,23.964285714285715,24.2538498651132,2.5179624000000005,5.370723292570655,0.9932831020833334,20.367196571428572,True
VA237_NB,AM,1,1,,,0.0,,0.6574994166666667,,True
VA237_NB,MD,1,1,,,0.0,,0.6460373333333332,,True
VA237_NB,PM,1,1,20.25,20.46106755447129,4.320491,5.021468571472453,0.6297943333333333,15.929509,True
VA237_SB,AM,1,1,,,0.0,,0.2626320476190476,,True
VA237_SB,MD,1,1,,,0.0,,0.3013659523809524,,True
VA237_SB,PM,1,1,22.75,22.988931836932963,4.539586,5.596748325434421,0.5103094107142857,18.210414,True
VA237_WB,AM,10,10,24.0,24.210402573462645,1.0547715,7.0263521568856495,0.5087709433333334,21.363071249999997,True
VA237_WB,MD,10,10,24.0,24.211533213846817,0.6298632,3.5068877109353487,0.524431096388889,17.701368000000002,True
VA237_WB,PM,10,10,24.0,24.17399332624379,1.4165845,5.483756265727889,1.0565875708333332,20.45853875,True
VA241_NB,AM,4,4,2.0,2.0794781531524666,0.42811275,0.6172228845626732,0.6564920066137566,0.28754900000000005,True
VA241_NB,MD,4,4,,,0.0,,0.5985160060704837,,True
VA241_NB,PM,4,4,24.0,,0.89203825,5.829344031076463,0.6406651978103741,20.431847,True
VA241_SB,AM,4,4,,,0.0,,0.4601512100694444,,True
VA241_SB,MD,4,4,,,0.0,,0.5911183723958333,,True
VA241_SB,PM,4,4,24.0,24.203750918004282,1.829358,4.694186683223705,0.8590051384548613,20.341283999999998,True
VA243_NB,AM,4,4,24.0,23.976410717654566,0.644301,7.782080807755291,0.5417763978174603,21.422795999999998,True
VA243_NB,MD,4,4,,,0.0,,0.6559381334325396,,True
VA243_NB,PM,4,4,23.916666666666668,24.024437228452424,2.79113375,5.756191285490966,0.8180947172619047,20.195155,True
VA243_SB,AM,4,4,24.0,24.39213098395171,0.70047125,7.447016076212783,0.5971281319444445,21.198115,True
VA243_SB,MD,4,4,,,0.0,,0.7049789206349206,,True
VA243_SB,PM,4,4,19.666666666666668,19.873740331915172,2.7420155,4.804092879963069,0.9043011532738094,16.010645999999998,True
VA244_EB,AM,15,15,,,0.0,,0.46773976306216924,,True
VA244_EB,MD,15,15,23.958333333333332,24.17130046875881,2.1208882,3.650847758238761,0.29460881618716933,18.656112833333335,True
VA244_EB,PM,15,15,24.0,24.326160461149158,1.4006374666666668,5.436587838699912,0.43529945865575387,20.498406333333335,True
VA244_WB,AM,15,15,,,0.0,,0.26713126626984124,,True
VA244_WB,MD,15,15,,,0.0,,0.28379649631283066,,True
VA244_WB,PM,15,15,21.25,21.39322944593878,2.533766466666667,4.750044641544641,0.5177401143105159,17.4493503,True
VA253_NB,AM,3,3,24.0,24.14536273844,1.875478,6.969837482963506,0.1891654656084656,21.186783,True
VA253_NB,MD,3,3,,,0.0,,0.22568847685185187,,True
VA253_NB,PM,3,3,24.0,23.9316230946618,1.3040873333333334,5.800205174710737,0.2567203849206349,20.087738,True
VA253_SB,AM,3,3,,,0.0,,0.24736513624338627,,True
VA253_SB,MD,3,3,,,0.0,,0.23716090211640214,,True
VA253_SB,PM,3,3,24.0,24.327345827823926,2.9007486666666664,5.34747746564036,0.5683643581349207,19.648877,True
VA267_EB,AM,35,35,,,0.0,,0.22247573460317452,,True
VA267_EB,MD,35,35,,,0.0,,0.09035009599206349,,True
VA267_EB,PM,35,35,,,0.0,,0.13144960977913533,,True
VA267_WB,AM,34,34,,,0.0,,0.11041741459193326,,True
VA267_WB,MD,34,34,,,0.0,,0.0931091110960612,,True
VA267_WB,PM,34,34,3.25,3.0612930481081477,0.05426373529411765,0.6494652807925624,0.2330426457107843,1.405033,True
VA27_NB,AM,9,9,2.5,2.606514577728246,0.4440637777777778,0.6852441035153882,0.9396808665773229,0.501713,True
VA27_NB,MD,9,9,,,0.0,,0.7475799417113385,,True
VA27_NB,PM,9,9,,,0.0,,0.8958682144797758,,True
VA27_SB,AM,9,9,1.75,1.749505279298728,0.14167966666666668,0.5707368934395631,0.6309087627436648,0.47488299999999994,True
VA27_SB,MD,9,9,,,0.0,,0.6336272387792398,,True
VA27_SB,PM,9,9,3.25,3.245197447290656,0.25685600000000003,0.7875169479523918,0.9230890374086257,0.9382959999999998,True
VA286_NB,AM,43,43,2.2,2.1944015041609157,0.1891596511627907,0.6987776489394232,0.5522458555958253,0.5732269999999999,True
VA286_NB,MD,43,43,2.0,1.7319474594835298,0.04258772093023256,0.290366837166666,0.5482759616347932,0.168728,True
VA286_NB,PM,43,43,2.875,2.8929885387944165,0.13716925581395348,0.7040372822376739,0.6845011994629119,0.16569299999999987,True
VA286_SB,AM,44,44,2.1666666666666665,2.173099575460419,0.11309859090909091,0.7084816110307305,0.5853646117765862,0.5078873333333334,True
VA286_SB,MD,44,44,,,0.0,,0.5715125490521078,,True
VA286_SB,PM,44,44,4.854166666666667,4.89415064772484,1.0669392500000001,1.160975417633655,0.730281831794559,1.0840105833333336,True
VA287_NB,AM,8,8,,,0.0,,0.34581817129629633,,True
VA287_NB,MD,8,8,,,0.0,,0.3279317777777778,,True
VA287_NB,PM,8,8,21.75,22.04273889508141,1.371519875,5.046087817764885,0.6651216666666666,18.092613666666665,True
VA287_SB,AM,8,8,20.625,20.74969268442999,0.644018625,6.390625967511707,0.5129896157407408,18.0489255,True
VA287_SB,MD,8,8,,,0.0,,0.39835607175925924,,True
VA287_SB,PM,8,8,17.75,17.906864623151836,0.416563375,4.129538720302742,0.4711150208333333,14.417493,True
VA289_EB,AM,5,5,,,0.0,,0.40933681243386244,,True
VA289_EB,MD,5,5,,,0.0,,0.45658902076719576,,True
VA289_EB,PM,5,5,,,0.0,,0.4190259138888888,,True
VA289_WB,AM,5,5,,,0.0,,0.3007310693121693,,True
VA289_WB,MD,5,5,,,0.0,,0.4257470239417989,,True
VA289_WB,PM,5,5,,,0.0,,0.5349775781746031,,True
VA28_NB,AM,34,34,3.4375,3.4771295042654264,0.29130379411764706,1.059132389410125,0.6188915681440631,0.96141775,True
VA28_NB,MD,34,34,,,0.0,,0.5359645443627452,,True
VA28_NB,PM,34,34,3.0625,3.120453717911263,0.3132900294117647,0.6378034148459424,0.5801134879289216,0.39953475,True
VA28_SB,AM,32,32,,,0.0,,0.49366266106047446,,True
VA28_SB,MD,32,32,,,0.0,,0.537849266333912,,True
VA28_SB,PM,32,32,4.708333333333333,4.785575566568997,1.2221432187499999,1.0472195406272131,0.6341562157769097,1.4492847500000001,True
VA294_EB,AM,14,14,,,0.0,,0.6400987110733182,,True
VA294_EB,MD,14,14,13.75,13.855336317838455,0.4513205,2.234665820305838,0.5415261905706727,7.431513,True
VA294_EB,PM,14,14,4.5,4.492423824455955,1.0897696428571428,1.1022747007760434,0.5674988380102041,0.68580625,True
VA294_NB,AM,1,1,,,0.0,,0.03281307407407407,,True
VA294_NB,MD,1,1,,,0.0,,0.03807725925925926,,True
VA294_NB,PM,1,1,18.25,18.54685866133999,4.627028,4.451155192598784,0.05106106944444445,13.622972,True
VA294_SB,AM,1,1,,,0.0,,0.006376462962962962,,True
VA294_SB,MD,1,1,,,0.0,,0.029945037037037037,,True
VA294_SB,PM,1,1,16.0,16.118086968323116,2.92984,3.917276276983769,0.03714386111111111,13.07016,True
VA294_WB,AM,15,15,,,0.0,,0.5050352656084657,,True
VA294_WB,MD,15,15,,,0.0,,0.5726514698412699,,True
VA294_WB,PM,15,15,6.0625,6.079729252564393,0.8437227333333333,1.483092240289864,0.8376290686507937,2.89853975,True
VA309_NB,AM,5,5,,,0.0,,0.38530235317460315,,True
VA309_NB,MD,5,5,,,0.0,,0.4202904654761904,,True
VA309_NB,PM,5,5,22.2,22.35492020675138,3.8567312,5.360145122817743,0.9206812994047618,18.343268799999997,True
VA309_SB,AM,5,5,24.0,24.093697364954917,1.0020078,7.46914138228745,0.6878480634920634,21.494980499999997,True
VA309_SB,MD,5,5,,,0.0,,0.4596102972222223,,True
VA309_SB,PM,5,5,24.0,24.241516946947385,1.4287922,5.812169012055709,0.7768397452380953,20.4280195,True
VA338_EB,AM,1,1,,,0.0,,1.7507066041666668,,True
VA338_EB,MD,1,1,,,0.0,,1.153299,,True
VA338_EB,PM,1,1,,,0.0,,1.6125609062500001,,True
VA338_WB,AM,2,2,,,0.0,,0.9476685277777779,,True
VA338_WB,MD,2,2,24.0,24.087844623794794,2.810506,3.649656423633146,0.8743090173611111,18.378988,True
VA338_WB,PM,2,2,,,0.0,,1.6809408802083334,,True
VA400_NB,AM,1,1,23.75,23.833952490909617,1.78401,7.2518517579485,0.03904827192982456,21.96599,True
VA400_NB,MD,1,1,,,0.0,,0.02572631140350877,,True
VA400_NB,PM,1,1,,,0.0,,0.028636013157894737,,True
VA401_NB,AM,7,7,21.625,21.93661441046914,1.5274752857142855,6.983153057268197,0.7413552089947091,18.95191825,True
VA401_NB,MD,7,7,24.0,24.243160399657484,0.8033778571428571,3.731992551143417,0.490466544973545,18.376355,True
VA401_NB,PM,7,7,24.0,24.174225335778058,0.5265225714285714,5.381729769312414,0.7283024811507938,20.314342,True
VA401_SB,AM,4,4,,,0.0,,0.4778681180555555,,True
VA401_SB,MD,4,4,24.0,24.371385739475432,1.436994,3.761521509055156,0.5037052175925926,18.252024,True
VA401_SB,PM,4,4,24.0,24.29308547819675,1.86538,5.688562835974791,1.1592173749999999,20.26924,True
VA402_NB,AM,5,5,24.0,24.401053413510006,1.1113398,7.4877050583644476,0.44348764206349206,21.2216505,True
VA402_NB,MD,5,5,,,0.0,,0.42890599608134927,,True
VA402_NB,PM,5,5,23.75,24.066921712504197,0.8281124,5.626228324215597,0.4926496194196428,19.609438,True
VA402_SB,AM,5,5,,,0.0,,0.23531653005952383,,True
VA402_SB,MD,5,5,,,0.0,,0.3133108481646826,,True
VA402_SB,PM,5,5,24.0,24.21521276840463,2.1505984,5.512842894674438,0.39643878400297616,20.41566933333333,True
VA420_EB,AM,2,2,24.0,24.10210209681352,1.354016,7.387788623920762,0.09996992290249433,21.291968,True
VA420_EB,MD,2,2,,,0.0,,0.14422718934240367,,True
VA420_EB,PM,2,2,,,0.0,,0.22124913520408163,,True
VA420_NB,AM,1,1,24.0,24.357113570197964,3.124039,7.425357091190916,0.31049577777777776,20.875961,True
VA420_NB,MD,1,1,,,0.0,,0.3043890833333333,,True
VA420_NB,PM,1,1,,,0.0,,0.331468125,,True
VA420_SB,AM,1,1,,,0.0,,0.18046205555555556,,True
VA420_SB,MD,1,1,,,0.0,,0.2683605,,True
VA420_SB,PM,1,1,24.0,24.17011259185749,4.038315,5.506957783187013,0.4070821666666667,19.961685,True
VA420_WB,AM,2,2,24.0,24.136518105529934,1.4489715,7.362255938104771,0.13637609939531367,21.102057,True
VA420_WB,MD,2,2,,,0.0,,0.1618356439909297,,True
VA420_WB,PM,2,2,,,0.0,,0.18583893395691609,,True
VA55_EB,AM,3,3,,,0.0,,0.33239651851851854,,True
VA55_EB,MD,3,3,8.0,8.039118411024065,1.8529466666666667,1.3230549444446804,0.32657665046296297,2.44116,True
VA55_EB,PM,3,3,24.0,24.246441691552143,1.3140216666666666,5.80326468562833,0.3654873587962963,20.057935,True
VA55_WB,AM,3,3,,,0.0,,0.2091633425925926,,True
VA55_WB,MD,3,3,,,0.0,,0.29574847685185185,,True
VA55_WB,PM,3,3,24.0,24.187482701606083,1.2341013333333333,5.676534141582338,0.37306246643518515,20.297696000000002,True
VA600_EB,AM,2,2,2.75,2.769430472161868,1.225448,0.909801667350884,0.30980671891534395,0.2991039999999998,True
VA600_EB,MD,2,2,,,0.0,,0.3544788521825397,,True
VA600_EB,PM,2,2,6.25,6.321042191590824,2.0322485,1.557018390718746,0.29927577628968255,2.1855029999999998,True
VA600_WB,AM,2,2,2.75,2.747084906240231,1.1486745,0.9112442369454948,0.25272664484126983,0.4526509999999999,True
VA600_WB,MD,2,2,,,0.0,,0.31152937169312167,,True
VA600_WB,PM,2,2,4.75,4.748292580703555,1.819711,1.18391771071187,0.41914044345238094,1.1105779999999998,True
VA602_NB,AM,9,9,,,0.0,,0.5029963405937683,,True
