corridor,period,net_link_id,tmc_code,projection_status,speed_mae_cbi_mph,speed_mae_assignment_projection_mph
I495_CCW,AM,31735,110N04610,ready,5.806286231884056,1.0060507246376804
I495_CCW,AM,32642,110-04609,ready,4.041983695652173,0.9696105072463764
I495_CCW,AM,31726,110N04609,ready,1.2615143280632413,1.7438476613965748
I495_CCW,AM,32651,110-04608,ready,2.928613306982872,1.2945701581027649
I495_CCW,AM,31717,110N04608,ready,7.307573945981555,1.4868239459815549
I495_CCW,AM,31722,110-04607,ready,7.993187747035572,5.190687747035571
I495_CCW,AM,31707,110N04607,ready,1.0713898338979853,2.2597738918690027
I495_CCW,AM,32686,110-04606,ready,1.3135927206851103,2.2054333003952564
I495_CCW,AM,31698,110N04606,ready,0.9065577749545136,1.891397758642323
I495_CCW,AM,32695,110-04605,ready,5.2921310935441355,2.1767977602108033
I495_CCW,AM,31689,110N04605,ready,1.1304438405797097,2.0595594532279335
I495_CCW,AM,31694,110-04604,ready,0.8409236071899094,1.9227330933559181
I495_CCW,AM,31679,110N04604,ready,7.193711611456174,2.689961611456173
I495_CCW,AM,31684,110-04603,ready,11.018114377470354,4.696031044137023
I495_CCW,AM,32585,110N04603,ready,6.430412414125729,0.8501756717014874
I495_CCW,AM,33035,110-04648,ready,12.083058300395258,1.3012982213438733
I495_CCW,AM,31677,110N04648,ready,7.116704545454543,2.016478853754941
I495_CCW,AM,31673,110-04647,ready,7.331966544325238,2.731723066064371
I495_CCW,AM,32340,110N04647,ready,6.240647353314114,3.54333213592281
I495_CCW,AM,32339,110-04646,ready,10.057933596837945,4.099724505928854
I495_CCW,AM,28731,110N04646,ready,3.7566596261528313,2.5978262928194993
I495_CCW,AM,28238,110N04645,ready,7.202061511857707,4.2213115118577065
I495_CCW,MD,17740,110-04613,ready,47.694232268335526,2.6328510649978036
I495_CCW,MD,28667,110N04613,ready,41.74682670062425,1.5241677351935505
I495_CCW,MD,32760,110-04612,ready,20.124991706662904,1.1148757175795232
I495_CCW,MD,31752,110N04612,ready,13.978152585639,1.2298166172595526
I495_CCW,MD,31757,110-04611,ready,13.082235534694773,1.3511845904699173
I495_CCW,MD,32749,110N04611,ready,5.368975131752304,0.9778582015810292
I495_CCW,MD,31750,110-04610,ready,5.692028358115313,2.126804975218019
I495_CCW,MD,31735,110N04610,ready,5.8927213154448195,1.929342090352281
I495_CCW,MD,32642,110-04609,ready,5.479089946436413,2.66729100594454
I495_CCW,MD,31726,110N04609,ready,5.444079459188154,7.242021354852877
I495_CCW,MD,32651,110-04608,ready,8.102950036075036,9.04464779001192
I495_CCW,MD,31717,110N04608,ready,12.828226108131,17.545232225202337
I495_CCW,MD,31722,110-04607,ready,10.625930892778719,13.583646488173663
I495_CCW,MD,31707,110N04607,ready,8.571848649538866,11.980843214756257
I495_CCW,MD,32686,110-04606,ready,9.051854825428196,10.091339015151517
I495_CCW,MD,31698,110N04606,ready,6.985549614938204,8.572971630121085
I495_CCW,MD,32695,110-04605,ready,9.6839503536922,6.143761602829539
I495_CCW,MD,31689,110N04605,ready,2.5402132633506143,1.318222417569256
I495_CCW,MD,31694,110-04604,ready,2.33773180171278,1.4468368741765472
I495_CCW,MD,31679,110N04604,ready,8.803687005928854,2.169815299736494
I495_CCW,MD,31684,110-04603,ready,8.137899678069514,0.6986401770029481
I495_CCW,MD,32585,110N04603,ready,5.325110813099944,3.22402867965368
I495_CCW,MD,33035,110-04648,ready,10.991417739114752,16.412943371996363
I495_CCW,MD,31677,110N04648,ready,5.225859879854444,18.7956452333898
I495_CCW,MD,31673,110-04647,ready,5.183234264226111,18.55233704670933
I495_CCW,MD,32340,110N04647,ready,3.9634336180124223,16.696155150103518
I495_CCW,MD,32339,110-04646,ready,10.372665289256197,16.50218846568451
I495_CCW,MD,28731,110N04646,ready,8.048621691220506,19.20672343993293
I495_CCW,MD,28238,110N04645,ready,10.160638547744526,16.44994478558881
I495_CCW,PM,17740,110-04613,ready,49.537447651985694,9.494135151985695
I495_CCW,PM,28667,110N04613,ready,43.78088871047431,6.209269145256917
I495_CCW,PM,32760,110-04612,ready,21.487864995059287,2.0354274950592877
I495_CCW,PM,31752,110N04612,ready,15.2796250058818,0.8824498576604545
I495_CCW,PM,31757,110-04611,ready,16.616155950028233,1.9159501576322229
I495_CCW,PM,32749,110N04611,ready,8.29636434217956,1.0337214850367016
I495_CCW,PM,31750,110-04610,ready,10.842899038073726,2.8119704666451555
I495_CCW,PM,31735,110N04610,ready,3.526959051991764,8.82259688059266
I495_CCW,PM,32642,110-04609,ready,3.4276457177791766,10.825805239815299
I495_CCW,PM,31726,110N04609,ready,2.771941782551625,11.844266603924824
I495_CCW,PM,32651,110-04608,ready,1.7914197655547208,8.873081395490868
I495_CCW,PM,31717,110N04608,ready,1.5401217715033535,15.217767093711965
I495_CCW,PM,31722,110-04607,ready,2.044579810140617,9.616158624415181
I495_CCW,PM,31707,110N04607,ready,2.1872468571000727,8.342268303707355
I495_CCW,PM,32686,110-04606,ready,3.6416917922472227,9.22381755258057
